"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.100.2.206/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7A:40","447668","197950","249718","151","190","-76","21","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:38:26"
"","Android","10.40.5.188/::","00:08:22:1C:C0:FB","EHC-15","C8:03:F5:33:AC:E0","2309124","771991","1537133","94","188","-78","22","a/n","40","60","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:42:33"
"Redmi-10A","Unknown","10.40.0.225/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","3285958179","168685533","3117272646","1807","33405","-70","23","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 12:06:52"
"","Unknown","10.60.1.37/::","00:08:22:A7:22:51","EHC-15","20:58:69:0C:81:B0","276611","80844","195767","5774","13983","-79","18","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 14:00:02"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","3814","2132","1682","59","46","-71","25","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:51:35"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","17672025","2403195","15268830","1475","9373","-74","23","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:41:39"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:0C:73:50","90509","39328","51181","37","48","-86","9","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:44:14"
"","Unknown","10.30.4.242/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","44210958","990954","43220004","77","3398","-91","10","a/n","30","108","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 10:29:13"
"android-f6c6a41806853f2a","Unknown","10.60.5.125/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","2123724","33414","2090310","24","1508","-63","32","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:16:54"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","13357595","250154","13107441","203","10656","-83","21","a/n","60","112","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:37:13"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","7577712","887900","6689812","465","3504","-76","18","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:33:23"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","414203","168289","245914","15","22","-76","18","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:01:31"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","12912388","1219139","11693249","34","326","-74","20","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:03:02"
"","Unknown","10.60.6.237/::","00:16:88:25:BB:AC","EHC-15","B4:79:C8:10:D3:20","47536290","3544759","43991531","558","6929","-93","7","a/n","60","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 12:14:41"
