"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","22536616","43661","22492955","32","16502","-61","34","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:55:56"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","484479","334332","150147","1353","607","-76","20","g","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:48:41"
"","Unidentified Router or AP","10.90.1.30/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","101350040","6690327","94659713","20273","286847","-80","15","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:26:00"
"Samsung","Unknown","10.60.6.147/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","570156246","23278073","546878173","1129","26534","-76","19","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:46:00"
"Samsung","Unknown","10.40.6.198/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","5515109065","122862833","5392246232","4194","184073","-59","33","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 21:57:37"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D4:A0","127057363","6728361","120329002","1524","27260","-71","24","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:32:08"
"Samsung","Unknown","10.100.4.77/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","18769642","2216827","16552815","366","2734","-73","21","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 16:53:56"
"Samsung","Unknown","10.20.1.227/::","00:7C:2D:37:27:0F","EHC TV","C8:03:F5:33:AC:B0","59368622","3112183","56256439","7357","132993","-68","28","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:44:02"
"Samsung","Unknown","10.20.0.153/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","6743401","406439","6336962","2349","36629","-64","33","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:48:14"
"Samsung","Unknown","10.100.3.19/::","00:7C:2D:AF:85:04","EHC TV","20:58:69:0C:7A:40","162428","65798","96630","6","9","-69","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:12:10"
"Samsung","Unknown","10.90.3.244/::","00:7C:2D:AF:85:15","EHC TV","B4:79:C8:10:DF:10","65064735","3181048","61883687","3578","69610","-70","26","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:37:13"
"Samsung","Unknown","10.90.4.52/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:E0:B0","30565488","252729","30312759","37","4549","-63","33","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:59:12"
"Samsung","Unknown","10.20.1.37/::","00:C3:F4:7E:09:AE","EHC TV","8C:FE:74:00:D5:F0","2322534","297627","2024907","114","776","-67","28","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:07:21"
"Samsung","Unknown","10.90.1.150/::","00:C3:F4:7E:09:FD","EHC TV","8C:FE:74:04:4D:30","54556472","2675201","51881271","1098","21297","-85","11","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:11:09"
"Samsung","Unknown","10.30.5.157/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","2296450","150209","2146241","8344","119235","-77","18","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:51:24"
"Samsung","Unknown","10.100.5.218/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","12816040","618892","12197148","2852","56208","-70","28","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:32:03"
"Samsung","Unknown","10.30.0.236/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","72162499","4424565","67737934","14412","220644","-82","12","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:20:03"
"Samsung","Unknown","10.100.4.76/::","00:C3:F4:7E:0B:3B","EHC TV","20:58:69:0C:86:C0","2494177","475193","2018984","78","333","-74","20","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:37:23"
"Samsung","Unknown","10.60.1.9/::","00:C3:F4:7E:0B:77","EHC TV","C8:03:F5:33:AA:30","0","0","0","0","0","0","0","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:09:25"
"Samsung","Unknown","10.100.0.177/::","00:C3:F4:86:2D:62","EHC TV","20:58:69:0C:63:50","5003384286","229011628","4774372658","59747","1245596","-65","28","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 16:45:31"
"Samsung","Unknown","10.30.0.167/::","00:C3:F4:86:2E:1D","EHC TV","C8:03:F5:33:AC:20","1915199","1157413","757786","273","178","-78","17","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:41:48"
"Samsung","Unknown","10.30.5.168/::","00:C3:F4:86:2E:6E","EHC TV","C8:03:F5:33:A9:D0","162081434","6540721","155540713","24224","576076","-76","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:30:31"
"Samsung","Unknown","10.90.1.197/::","00:C3:F4:86:2E:81","EHC TV","B4:79:C8:10:E4:A0","27663624","682870","26980754","145","5749","-65","30","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:46:18"
"Samsung","Unknown","10.20.0.94/::","00:C3:F4:86:2E:AA","EHC TV","C8:03:F5:33:A7:F0","5152031","211430","4940601","166","3896","-81","17","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:30:16"
"Samsung","Unknown","10.100.2.244/::","00:C3:F4:86:2F:72","EHC TV","20:58:69:0C:6D:B0","348555933","1217466","347338467","18","5350","-72","24","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 23:13:46"
"Samsung","Unknown","10.100.7.205/::","00:C3:F4:86:46:50","EHC TV","20:58:69:0C:B0:80","264666625","11890885","252775740","29876","635114","-76","21","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:22:34"
"Samsung","Unknown","10.100.7.82/::","00:C3:F4:86:46:C2","EHC TV","20:58:69:0C:7C:80","326644610","17233439","309411171","7808","140195","-72","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:57:43"
"Samsung","Unknown","10.100.6.169/::","00:C3:F4:86:48:7F","EHC TV","20:58:69:0C:79:00","26398749613","1096210818","25302538795","2080096","48012407","-72","23","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/25 13:12:11"
"","Unknown","10.50.1.15/::","02:3E:3C:AD:A4:E7","EHC TV","B4:79:C8:10:F4:40","37344999","6141089","31203910","31492","160020","-91","14","a/n/ac","50","165","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:36"
"realme-P1-Pro-5G","Unknown","10.80.1.133/::","02:6C:0C:2A:C6:BB","EHC TV","C8:03:F5:33:C2:D0","653400498","80945303","572455195","2296","16242","-68","30","g/n","80","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:02:59"
"Galaxy-S25-Ultra","Unknown","10.50.7.148/::","02:8C:38:50:F3:9C","EHC TV","B4:79:C8:10:DC:40","0","0","0","0","0","0","0","a/n/ac","50","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:48"
