"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.80.3.136/::","00:01:12:75:5B:A1","EHC-15","C8:03:F5:38:F5:80","30938881","2703110","28235771","1323","13820","-65","31","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:17:29"
"","Unknown","10.100.2.206/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7C:80","768","373","395","12","13","-69","32","N/A","100","52","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:54:08"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","3874827","537674","3337153","179","1115","-80","16","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:54:22"
"Redmi-10A","Unknown","10.40.0.225/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","3804181596","206315228","3597866368","1748","30496","-71","21","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 12:06:52"
"android-41e730715843ce35","Android","10.100.4.14/::","00:08:22:6C:07:1B","EHC-15","20:58:69:0C:A2:D0","4110861","224462","3886399","253","4396","-53","40","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:37:22"
"","Android","10.40.5.234/::","00:08:22:7A:BC:FB","EHC-15","C8:03:F5:33:AC:E0","8385878","1009025","7376853","223","1636","-79","18","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:36:44"
"","Unknown","10.60.6.144/::","00:08:22:A7:22:51","EHC-15","20:58:69:0C:81:B0","1014654","264693","749961","2151","6097","-81","15","N/A","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:53:12"
"","Unknown","10.60.1.235/::","00:08:22:BE:8E:EF","EHC-15","20:58:69:0C:81:B0","21690","15148","6542","522","225","-68","29","N/A","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:14"
"V2111","Unknown","10.30.7.207/::","00:08:3F:61:09:E9","EHC-15","84:23:88:1E:4D:20","593073979","146382980","446690999","15140","46203","-78","15","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:09:57"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E4:A0","2154","1128","1026","2","2","-73","23","N/A","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:36"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","9823706","1666228","8157478","227","1114","-76","20","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:50:08"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","19729622","346614","19383008","153","8580","-85","11","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:38:07"
"","Unknown","10.30.4.242/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","4986561","911032","4075529","94","421","-74","20","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:11:20"
"android-f6c6a41806853f2a","Unknown","10.60.1.13/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","23758137","243724","23514413","79","7639","-73","23","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:01:12"
"","Unknown","10.60.0.33/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","869802","93141","776661","0","0","-78","19","N/A","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:44:02"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","2813698","1009672","1804026","60","108","-77","18","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 16:13:19"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:EA:70","267108","4160","262948","22","1413","-87","8","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:50"
"","Unknown","10.40.6.245/::","00:16:88:25:B5:5C","EHC-15","84:23:88:1E:45:D0","5625190","197618","5427572","174","4790","-75","15","a/n","40","40","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:24:10"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","28932343","2134028","26798315","35","443","-77","17","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:03:02"
"","Unknown","10.60.6.237/::","00:16:88:25:BB:AC","EHC-15","B4:79:C8:10:D3:20","237164771","12684047","224480724","711","12583","-85","16","a/n","60","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 15:54:16"
"","Unknown","10.60.1.252/::","00:16:88:26:4B:88","EHC-15","20:58:69:2E:CB:20","22890132","261476","22628656","28","2450","-86","16","a/n","60","165","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:16:47"
"","Unknown","10.40.7.205/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:46:30","97023864","4346162","92677702","8246","175859","-67","23","a/n","40","60","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:44:25"
"","Unknown","10.40.7.204/::","00:16:88:27:C9:DA","EHC-15","84:23:88:1E:4D:B0","608445073","21366526","587078547","360","9895","-50","44","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:24:55"
"","Unknown","10.60.5.39/::","00:16:88:28:1E:1D","EHC-15","54:EC:2F:07:59:F0","84063293","4797241","79266052","396","6544","-90","11","a/n","60","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:26:28"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","1700468","64799","1635669","54","1368","-77","23","a/n","50","40","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:32:39"
"android-fc2edb9c0cace7b0","Unknown","10.100.7.73/::","00:16:88:2C:27:FE","EHC-15","20:58:69:0C:A2:80","8243654","41452","8202202","14","2836","-82","23","a/n","100","161","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:04:55"
"android-260e454dfd6a744a","Unknown","10.60.0.98/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D3:A0","1944635","269451","1675184","33","211","-78","19","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:40:19"
"","Android","10.90.2.54/::","00:16:88:30:0A:8F","EHC-15","8C:FE:74:04:4D:30","17209126","940471","16268655","531","9196","-72","28","a/n","90","161","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:22:17"
"android-97e3e80e236ec613","Unknown","10.100.5.153/::","00:16:88:30:72:B5","EHC-15","20:58:69:0C:A4:80","7523172","17541","7505631","7","3203","-80","21","a/n","100","60","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:12:23"
"","Unknown","10.40.5.22/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","104130701","3798397","100332304","539","14241","-74","15","a/n","40","128","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:54:33"
"Samsung","Unknown","10.60.1.193/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","12836701","872033","11964668","569","7809","-73","24","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:21:32"
"Samsung","Unknown","10.20.0.140/::","00:7C:2D:26:92:FB","EHC-15","C8:03:F5:38:7D:C0","1448109","238220","1209889","698","3548","-71","25","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:47:42"
"Samsung","Unknown","10.90.4.175/::","00:7C:2D:26:93:3C","EHC-15","B4:79:C8:10:E3:B0","23536504","434572","23101932","90","4837","-79","16","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:33:04"
"Samsung","Unknown","10.100.0.220/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","177304","65495","111809","3","5","-74","21","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 15:36:46"
"Samsung","Unknown","10.110.3.32/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","15569065","1919871","13649194","356","2536","-65","27","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.7.29/::","00:7C:2D:26:93:57","EHC-15","C8:03:F5:33:9D:50","5679241","355424","5323817","2353","35257","-70","25","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:49"
"Samsung","Unknown","10.20.1.216/::","00:7C:2D:26:93:5D","EHC-15","20:58:69:0C:77:30","3580625","168108","3412517","267","5433","-65","30","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:40:56"
"Samsung","Unknown","10.40.3.181/::","00:7C:2D:26:93:A1","EHC-15","84:23:88:1E:4C:80","66506862","514261","65992601","49","6379","-83","9","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:59:46"
