"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Joeria-s-S23-Ultra","Unknown","10.100.4.221/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","681372949","113195029","568177920","4562","22901","-72","21","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 07:07:05"
"Infinix-HOT-30i","Unknown","10.100.4.156/::","26:B4:7C:B4:6E:BC","Reception Hall-Mobile","84:23:88:1E:44:C0","555599518","37474699","518124819","3976","54979","-75","15","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:23:33"
"Galaxy-S24-Ultra","Unknown","10.100.7.192/::","32:DC:56:6A:53:9E","Reception Hall-Mobile","84:23:88:1E:44:C0","143681065","11860353","131820712","8805","97862","-62","28","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:38:10"
"M12-alkhas-b-fthyt","Unknown","10.100.7.217/::","3A:AA:20:02:10:71","Reception Hall-Mobile","84:23:88:1E:44:C0","3324163","457693","2866470","876","5491","-64","29","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:51:56"
"Redmi-Note-10","Unknown","10.100.7.56/::","50:DA:D6:5E:18:20","Reception Hall-Mobile","84:23:88:1E:44:C0","403096","158064","245032","128","199","-72","21","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:40:08"
"HUAWEI_Y9_Prime_2019-fbd6","Android","10.100.7.40/::","54:92:09:90:28:41","Reception Hall-Mobile","84:23:88:1E:44:C0","20462975","1216052","19246923","671","10627","-72","21","g","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:30:27"
"Galaxy-A06","Unknown","10.100.7.153/::","66:BC:2B:EB:D0:6A","Reception Hall-Mobile","84:23:88:1E:4E:80","24127808","3243234","20884574","1561","10055","-79","11","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:25:53"
"A34-alkhas-b-mhmd","Unknown","10.100.7.211/::","6A:64:4F:77:8F:D7","Reception Hall-Mobile","84:23:88:1E:44:C0","1496038","513168","982870","705","1351","-65","25","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:48:29"
"Galaxy-S25-Ultra","Unknown","10.100.7.216/::","7A:F6:08:2C:6C:B8","Reception Hall-Mobile","84:23:88:1E:44:C0","799245","439272","359973","794","650","-65","25","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 14:02:00"
"Om-Mohammad","Unknown","10.100.7.171/::","86:A4:07:9E:00:C7","Reception Hall-Mobile","84:23:88:1E:4E:80","20866203","5967811","14898392","13441","33554","-71","19","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:53:11"
"S24-Ultra-alkhas-b-amany","Unknown","10.100.7.218/::","92:57:8C:75:3B:F8","Reception Hall-Mobile","84:23:88:1E:44:C0","5568386","1027897","4540489","2047","9044","-69","21","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:52:14"
"Galaxy-A25-5G","Unknown","10.100.7.176/::","92:CB:22:D4:57:C2","Reception Hall-Mobile","84:23:88:1E:44:C0","168488","56865","111623","179","352","-56","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:55:21"
"S24-Ultra-alkhas-b-ghadt","Unknown","10.100.7.193/::","96:94:61:38:D4:08","Reception Hall-Mobile","84:23:88:1E:44:C0","4386601","587859","3798742","448","2895","-61","29","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:38:44"
"iPhone","Unknown","10.100.7.196/::","9A:2A:CF:D9:9F:E8","Reception Hall-Mobile","84:23:88:1E:44:C0","64539536","8354506","56185030","7056","47453","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:40:54"
"Somaya","Unknown","10.100.7.177/::","9E:B9:09:B2:EA:53","Reception Hall-Mobile","84:23:88:1E:44:C0","2578823","482926","2095897","321","1393","-64","26","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:35:34"
"Redmi-12-5G","Unknown","10.100.4.164/::","A6:30:E2:E9:0B:ED","Reception Hall-Mobile","84:23:88:1E:44:C0","1242051","341343","900708","942","2488","-77","13","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:43:39"
"Galaxy-S24-Ultra","Unknown","10.100.7.182/::","A6:4B:58:FF:24:5E","Reception Hall-Mobile","84:23:88:1E:44:C0","91096747","6630393","84466354","5978","76164","-68","22","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:42:09"
"Galaxy-A25-5G","Unknown","10.100.7.213/::","B6:0A:1C:5E:C6:B3","Reception Hall-Mobile","84:23:88:1E:44:C0","88526660","5577650","82949010","8581","127613","-63","27","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:49:48"
"S23-Ultra-alkhas-b-aslam","Unknown","10.100.7.206/::","B6:57:1D:3A:19:E6","Reception Hall-Mobile","84:23:88:1E:44:C0","597955","185977","411978","234","520","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:47:24"
"HONOR-X7b","Unknown","10.100.7.188/::","B8:B1:EA:E8:43:62","Reception Hall-Mobile","84:23:88:1E:44:C0","15816698","1302226","14514472","934","10419","-71","19","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:37:23"
"benco-V90","Unknown","10.100.7.190/::","C6:84:46:D0:0E:55","Reception Hall-Mobile","84:23:88:1E:4E:80","56711249","6658743","50052506","8493","63842","-77","16","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 14:02:18"
"Bhima-s-A52","Unknown","10.100.7.243/::","D2:97:01:DE:15:BE","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/06 14:01:15"
"A34-alkhas-b-Aya","Unknown","10.100.7.215/::","E2:9A:2B:B5:0E:18","Reception Hall-Mobile","84:23:88:1E:44:C0","327285","97025","230260","167","397","-77","13","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:50:56"
"realme-8","Unknown","10.100.7.189/::","E6:3E:67:CE:91:C9","Reception Hall-Mobile","84:23:88:1E:44:C0","21282943","2021463","19261480","6088","58016","-72","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:55:04"
"DESKTOP-6BF27V8","Windows (Mobile) 8/8.1/10","10.100.3.40/::","E8:6F:38:BC:77:4D","Reception Hall-Mobile","84:23:88:1E:44:C0","1323700156","65242555","1258457601","2070","39942","-58","35","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 19:35:03"
"Galaxy-A15","Unknown","10.100.4.62/::","EE:B4:43:2E:7B:30","Reception Hall-Mobile","84:23:88:1E:44:C0","341274","109877","231397","130","274","-68","25","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:44:00"
"","Unknown","10.100.7.214/::","FA:13:F4:DB:36:D4","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/06 13:49:50"
"Galaxy-S24-Ultra","Unknown","10.100.7.180/::","FA:19:95:E0:55:31","Reception Hall-Mobile","84:23:88:1E:44:C0","33889979","2787894","31102085","1895","21143","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:36:06"
"Galaxy-A55-5G","Unknown","10.100.7.164/::","FA:78:95:8E:AD:8B","Reception Hall-Mobile","84:23:88:1E:44:C0","19731298","3226863","16504435","1882","9629","-63","27","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:32:04"
