"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","707669","215270","492399","3119","7136","-67","28","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:16:38"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","21201603","3482717","17718886","4054","20627","-70","26","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:47:30"
"","Unidentified Router or AP","10.90.1.30/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","391990162","23982501","368007661","7269","111551","-77","18","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:08:06"
"Samsung","Unknown","10.60.6.147/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:DB:10","323658269","11976586","311681683","20578","535535","-77","19","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:46:00"
"Samsung","Unknown","10.40.6.198/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","2220128206","48660688","2171467518","10498","468493","-60","32","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 21:57:37"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D4:A0","953242762","36365939","916876823","15811","398642","-68","26","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:16:42"
"Samsung","Unknown","10.100.7.225/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","137327","49047","88280","155","280","-73","21","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:54:33"
"Samsung","Unknown","10.20.1.178/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","533332898","26946349","506386549","47777","897848","-67","29","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 22:45:41"
"Samsung","Unknown","10.100.7.163/::","00:7C:2D:AF:85:04","EHC TV","20:58:69:0C:7A:40","179636083","8275478","171360605","4747","98313","-70","27","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:34:20"
"Samsung","Unknown","10.90.0.89/::","00:7C:2D:AF:85:56","EHC TV","B4:79:C8:10:C3:F0","28481626","625741","27855885","156","6967","-76","20","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 12:52:04"
"Samsung","Unknown","10.90.0.171/::","00:C3:F4:7E:09:FD","EHC TV","B4:79:C8:10:D6:F0","10191605","100463","10091142","48","4905","-66","29","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:23:16"
"Samsung","Unknown","10.30.5.157/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","883641333","37217837","846423496","8750","199017","-79","16","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:23:38"
"Samsung","Unknown","10.100.5.218/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","181061564","7733865","173327699","4603","103171","-71","27","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:32:37"
"Samsung","Unknown","10.30.4.32/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","310173049","14426805","295746244","3926","80497","-83","12","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 12:28:47"
"Samsung","Unknown","10.30.3.173/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","17384711","484528","16900183","0","0","-76","18","N/A","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:08:11"
"Samsung","Unknown","10.100.6.139/::","00:C3:F4:7E:0B:3B","EHC TV","20:58:69:0C:86:C0","910170408","41387794","868782614","5357","112463","-75","19","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:13:31"
"Samsung","Unknown","10.30.3.206/::","00:C3:F4:7E:0B:3D","EHC TV","20:58:69:0C:75:20","9950363","592709","9357654","258","4079","-77","18","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:22:43"
"Samsung","Unknown","10.60.1.9/::","00:C3:F4:7E:0B:77","EHC TV","C8:03:F5:33:AA:30","1112065763","41307502","1070758261","11917","308931","-82","13","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:30:16"
"Samsung","Unknown","10.100.3.189/::","00:C3:F4:86:2D:62","EHC TV","20:58:69:0C:63:50","3489147135","158716536","3330430599","4947","103816","-67","26","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 16:45:31"
"Samsung","Unknown","10.30.3.49/::","00:C3:F4:86:2E:1D","EHC TV","C8:03:F5:33:AC:20","25631563","1127857","24503706","12531","272263","-78","17","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:56:51"
"Samsung","Unknown","10.30.5.168/::","00:C3:F4:86:2E:6E","EHC TV","C8:03:F5:33:A9:D0","14321021","7556398","6764623","8133","7281","-75","20","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 09:59:02"
"Samsung","Unknown","10.90.0.217/::","00:C3:F4:86:2E:81","EHC TV","B4:79:C8:10:E4:A0","9141960","745315","8396645","941","10601","-65","29","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:46:09"
"Samsung","Unknown","10.20.0.55/::","00:C3:F4:86:2E:AA","EHC TV","C8:03:F5:33:A7:F0","13560442","47664","13512778","6","1818","-81","16","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:56:16"
"Samsung","Unknown","10.100.2.244/::","00:C3:F4:86:2F:72","EHC TV","20:58:69:0C:6D:B0","284165593","1217169","282948424","30","7029","-73","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 23:13:46"
"Samsung","Unknown","10.100.7.205/::","00:C3:F4:86:46:50","EHC TV","20:58:69:0C:B0:80","13113202","789959","12323243","3708","57855","-77","19","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 00:31:09"
"Samsung","Unknown","10.100.7.82/::","00:C3:F4:86:46:C2","EHC TV","20:58:69:0C:7A:40","9366913","439773","8927140","4533","92032","-67","30","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 14:02:01"
"Samsung","Unknown","10.30.6.142/::","00:C3:F4:86:48:7B","EHC TV","C8:03:F5:33:AC:20","708028","158518","549510","342","1186","-74","21","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:53:44"
"Samsung","Unknown","10.100.3.39/::","00:C3:F4:86:48:7F","EHC TV","20:58:69:0C:79:00","26318787613","1092693393","25226094220","29846","689049","-71","24","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/25 13:12:11"
"Samsung","Unknown","10.100.7.100/::","00:C3:F4:86:48:84","EHC TV","20:58:69:0C:A9:F0","3033259","745556","2287703","214","659","-80","16","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:00:47"
"iPhone","Unknown","10.50.1.15/::","02:3E:3C:AD:A4:E7","EHC TV","B4:79:C8:10:F4:40","129308532","28541736","100766796","116023","409621","-70","26","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:35:37"
"realme-P1-Pro-5G","Unknown","10.80.1.133/::","02:6C:0C:2A:C6:BB","EHC TV","C8:03:F5:33:C2:D0","633824260","74676547","559147713","6936","51941","-73","25","g/n","80","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 11:02:59"
"Redmi-Note-8","Unknown","10.60.5.224/::","04:C8:07:9D:13:44","EHC TV","20:58:69:0C:72:50","1369460","162177","1207283","1782","13266","-83","12","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 14:00:00"
"S24-Ultra-alkhas-b-am-al-bd","Unknown","10.60.0.250/::","06:54:EE:55:45:B0","EHC TV","20:58:69:0C:81:B0","764995894","38245829","726750065","6062","115192","-89","11","a/n/ac","60","165","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 12:15:10"
"Galaxy-A25-5G","Unknown","10.30.1.238/::","06:72:CE:1E:E5:86","EHC TV","20:58:69:0C:72:D0","8941317","515440","8425877","612","10018","-89","13","a/n/ac","30","104","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:48:02"
"M2006C3MII-Redmi9","Android","10.80.7.105/::","08:1C:6E:72:9B:BB","EHC TV","70:CA:97:25:BD:40","4474261","1278879","3195382","1375","3435","-75","22","g/n","80","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:45:29"
"M13-alkhas-b-Mohammed","Unknown","10.60.0.229/::","0A:71:04:3C:C8:0E","EHC TV","8C:FE:74:00:D6:40","9127057","231021","8896036","344","13257","-74","22","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:43:18"
"Redmi-Note-11-Pro","Unknown","10.60.1.168/::","0A:86:8D:41:01:20","EHC TV","20:58:69:24:8E:B0","1073120","498893","574227","264","304","-74","20","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:28:03"
"Galaxy-A13","Unknown","10.100.3.151/::","0A:A0:6A:A8:71:F0","EHC TV","20:58:69:0C:B0:80","3348835143","358744819","2990090324","7175","59805","-65","31","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 23:31:15"
"OPPO-Reno8-Z-5G","Unknown","10.50.0.98/::","0A:BC:A9:7E:F8:3E","EHC TV","C8:03:F5:35:26:40","774979591","63658137","711321454","2980","33300","-69","31","a/n/ac","50","52","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:05:52"
