"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","4196594","32700","4163894","44","5665","-68","28","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 09:04:15"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:E4:A0","71979986","3058067","68921919","226","5101","-65","29","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:30:33"
"","Unidentified Router or AP","10.90.1.30/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","228979006","11199569","217779437","1660","32292","-75","18","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:08:06"
"Samsung","Unknown","10.60.1.88/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","1551103578","64832603","1486270975","6585","150967","-80","15","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:46:00"
"Samsung","Unknown","10.40.3.221/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","1566057090","31878845","1534178245","4012","193124","-58","34","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 21:57:37"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D4:A0","1285268345","56395933","1228872412","2479","54028","-67","26","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 23:16:08"
"Samsung","Unknown","10.100.3.232/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","10414687","1197111","9217576","93","721","-70","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 01:35:13"
"Samsung","Unknown","10.20.1.178/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","67154983","6492166","60662817","320","2992","-65","31","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 22:45:41"
"Samsung","Unknown","10.90.6.222/::","00:7C:2D:AF:85:56","EHC TV","B4:79:C8:10:C3:F0","156645371","6680949","149964422","7906","177472","-78","19","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:49:51"
"Samsung","Unknown","10.90.6.109/::","00:C3:F4:7E:09:FD","EHC TV","8C:FE:74:04:4D:30","26487740","187729","26300011","26","3688","-83","13","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:14:22"
"Samsung","Unknown","10.30.5.157/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","879891697","34145517","845746180","2076","51425","-76","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:23:38"
"Samsung","Unknown","10.100.5.218/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","17452167","1544487","15907680","51482","530256","-72","25","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:59:46"
"Samsung","Unknown","10.30.4.32/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","","","","","","","","N/A","30","","N/A","Standard+Open","AUTHORIZED","","2025/07/06 09:16:43"
"Samsung","Unknown","10.30.1.190/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","21529313","549918","20979395","6873","262242","-77","18","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 07:12:07"
"Samsung","Unknown","10.60.1.9/::","00:C3:F4:7E:0B:77","EHC TV","C8:03:F5:33:AA:30","2703849915","109811269","2594038646","49286","1164290","-78","17","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:26:07"
"Samsung","Unknown","10.100.3.189/::","00:C3:F4:86:2D:62","EHC TV","20:58:69:0C:63:50","3489146445","158716239","3330430206","10595","222325","-65","28","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 16:45:31"
"Samsung","Unknown","10.30.3.49/::","00:C3:F4:86:2E:1D","EHC TV","C8:03:F5:33:AC:20","241798678","9714069","232084609","19987","477540","-80","14","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:23:33"
"Samsung","Unknown","10.30.5.168/::","00:C3:F4:86:2E:6E","EHC TV","C8:03:F5:33:A9:D0","114013493","6287995","107725498","439","7529","-79","16","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:56:37"
"Samsung","Unknown","10.90.5.50/::","00:C3:F4:86:2E:81","EHC TV","B4:79:C8:10:DE:70","2827792","703831","2123961","39","119","-74","22","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:19:15"
