"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.100.2.206/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7A:40","2264717","985844","1278873","125","162","-84","13","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 07:07:12"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","10639663","221197","10418466","127","5997","-81","19","a/n","60","104","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:44:34"
"Redmi-10A","Unknown","10.40.0.225/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","2547726252","134417116","2413309136","1767","31739","-75","19","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 12:06:52"
"P30-ROW","Unknown","10.50.5.26/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","1549733239","70182039","1479551200","790","16674","-59","33","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:28:08"
"","Android","10.40.3.232/::","00:08:22:C0:BC:FB","EHC-15","C8:03:F5:33:AC:E0","72255","32230","40025","17","21","-81","13","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:41:00"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","49798922","2217567","47581355","177","3815","-69","27","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:48:54"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","33831377","6683018","27148359","243","988","-72","23","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 01:36:20"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:0C:73:50","117423","61866","55557","26","23","-82","13","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:36:17"
"","Unknown","10.30.4.242/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","2370783","614779","1756004","33","96","-76","17","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:12:09"
"android-f6c6a41806853f2a","Unknown","10.60.5.125/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","86133678","378477","85755201","26","6004","-63","33","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:15:56"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","18448467","2452189","15996278","258","1684","-81","15","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 06:38:36"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","1176958","497563","679395","23","32","-70","23","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:22:00"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","26479631","1348366","25131265","70","1307","-86","20","a/n","50","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:56:24"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","832497","354468","478029","18","25","-70","24","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:03:02"
"","Unknown","10.60.1.252/::","00:16:88:26:4B:88","EHC-15","20:58:69:2E:CB:20","481915","193026","288889","12","18","-77","20","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:51:04"
"","Unknown","10.40.3.63/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:46:30","279091712","9299691","269792021","521","15120","-61","32","g/n","40","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 23:00:45"
"","Unknown","10.40.7.204/::","00:16:88:27:C9:DA","EHC-15","84:23:88:1E:4D:B0","552893621","17353141","535540480","997","30797","-67","27","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:24:55"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","161614368","9188607","152425761","69","1153","-65","32","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:32:17"
"android-fc2edb9c0cace7b0","Unknown","10.100.7.73/::","00:16:88:2C:27:FE","EHC-15","20:58:69:0C:A2:80","2378562","750132","1628430","37","80","-60","36","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 16:20:54"
"android-260e454dfd6a744a","Unknown","10.60.0.98/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D3:A0","1123758","424098","699660","14","24","-77","20","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 01:11:37"
"android-97e3e80e236ec613","Unknown","10.100.5.153/::","00:16:88:30:72:B5","EHC-15","20:58:69:0C:A4:80","96308595","4636072","91672523","176","3488","-63","31","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 01:20:32"
"Samsung","Unknown","10.30.1.71/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","24789092","1210959","23578133","281","5484","-68","28","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:56:14"
"Samsung","Unknown","10.60.5.101/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","3048591","379697","2668894","1081","7603","-71","26","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 06:05:01"
"Samsung","Unknown","10.20.0.29/::","00:7C:2D:26:92:FB","EHC-15","C8:03:F5:38:7D:C0","23901958","864374","23037584","79","2123","-69","25","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 01:49:40"
"Samsung","Unknown","10.90.5.61/::","00:7C:2D:26:93:3C","EHC-15","B4:79:C8:10:E3:B0","6009239","647684","5361555","38","319","-79","16","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:32:39"
"Samsung","Unknown","10.100.3.26/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","219857","103191","116666","4","5","-75","20","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:31:49"
"Samsung","Unknown","10.110.7.225/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","15318749","1821005","13497744","36","269","-64","28","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.7.29/::","00:7C:2D:26:93:57","EHC-15","C8:03:F5:33:9D:50","294792633","18046912","276745721","2109","32345","-76","19","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:35:29"
"Samsung","Unknown","10.20.1.7/::","00:7C:2D:26:93:5D","EHC-15","C8:03:F5:33:AC:B0","5880765","394911","5485854","243","3382","-78","18","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:47:50"
"Samsung","Unknown","10.40.2.233/::","00:7C:2D:26:93:A1","EHC-15","84:23:88:1E:4D:C0","167447","70477","96970","4","6","-75","18","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 14:28:17"
"Samsung","Unknown","10.100.2.128/::","00:7C:2D:26:93:AA","EHC-15","20:58:69:0C:8D:C0","642976758","29111407","613865351","15787","332898","-81","14","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:51:20"
"Samsung","Unknown","10.60.3.47/::","00:7C:2D:26:93:B6","EHC-15","C8:03:F5:14:C6:60","419403700","20226708","399176992","1322","26108","-64","32","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:26:28"
"Samsung","Unknown","10.60.1.237/::","00:7C:2D:26:93:C5","EHC-15","C8:03:F5:14:C6:60","15248509731","582544843","14665964888","10727","270071","-76","20","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 18:11:30"
"Samsung","Unknown","10.60.5.124/::","00:7C:2D:26:93:FE","EHC-15","C8:03:F5:14:D3:A0","222061","83353","138708","3473","5779","-69","28","N/A","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 07:07:03"
"Samsung","Unknown","10.30.3.119/::","00:7C:2D:26:94:40","EHC-15","20:58:69:0C:B0:F0","16424384113","639783176","15784600937","16600","409564","-70","25","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 17:56:44"
"Samsung","Unknown","10.40.4.51/::","00:7C:2D:38:32:C2","EHC-15","84:23:88:1E:4C:D0","717660548","20744612","696915936","4199","141076","-61","30","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 22:51:24"
"Samsung","Unknown","10.110.5.147/::","00:7C:2D:38:33:A9","EHC-15","B4:79:C8:15:7D:10","7817677","683497","7134180","7","82","-58","39","g/n","110","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:21:02"
"Samsung","Unknown","10.110.0.133/::","00:7C:2D:38:34:30","EHC-15","B4:79:C8:10:D6:00","39065874936","921790608","38144084328","22276","921800","-67","27","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/29 21:29:46"
"Samsung","Unknown","10.30.1.41/::","00:7C:2D:38:34:86","EHC-15","C8:03:F5:33:A9:D0","148400","63357","85043","11","15","-81","14","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 07:42:49"
"Samsung","Unknown","10.90.2.243/::","00:7C:2D:38:34:E3","EHC-15","B4:79:C8:10:F0:70","8275463","328041","7947422","5377","130285","-83","14","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 09:13:49"
"Samsung","Unknown","10.50.3.80/::","00:7C:2D:AE:CE:FD","EHC-15","B4:79:C8:10:E1:80","581628121","22427418","559200703","5063","126258","-81","13","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:03:06"
"Samsung","Unknown","10.60.3.194/::","00:7C:2D:AF:84:77","EHC-15","C8:03:F5:14:C6:30","1564404886","68875776","1495529110","6285","136478","-74","22","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 00:41:05"
"Samsung","Unknown","10.90.6.153/::","00:7C:2D:AF:84:B2","EHC-15","8C:FE:74:04:2D:40","1330807","141394","1189413","226","1909","-71","24","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 07:23:13"
"Samsung","Unknown","10.90.6.176/::","00:7C:2D:AF:84:D9","EHC-15","B4:79:C8:10:C1:60","61595983","3575508","58020475","1431","23226","-83","13","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 08:33:37"
"Samsung","Unknown","10.110.7.33/::","00:7C:2D:AF:84:E9","EHC-15","B4:79:C8:10:D5:D0","43030152","86101","42944051","1","756","-79","16","g/n","110","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 17:29:49"
"Samsung","Unknown","10.50.2.234/::","00:7C:2D:AF:85:01","EHC-15","B4:79:C8:10:D2:10","3662142","368789","3293353","78","704","-63","31","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:56:48"
"Samsung","Unknown","10.100.1.215/::","00:7C:2D:AF:85:05","EHC-15","20:58:69:0C:98:30","56289397","3238304","53051093","261","4285","-73","24","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:45:15"
"Samsung","Unknown","10.40.3.92/::","00:7C:2D:AF:85:23","EHC-15","84:23:88:1E:4C:C0","5119708016","76646329","5043061687","7281","479105","-68","25","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 19:05:34"
"Samsung","Unknown","10.100.2.171/::","00:7C:2D:AF:85:43","EHC-15","20:58:69:0C:6D:B0","1497901522","44982316","1452919206","1626","52548","-66","30","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 20:15:18"
"Samsung","Unknown","10.60.0.43/::","00:7C:2D:AF:85:A7","EHC-15","20:58:69:0C:6A:10","74086604","6560391","67526213","310","3197","-71","23","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 03:23:06"
"Samsung","Unknown","10.60.5.85/::","00:7C:2D:AF:85:B6","EHC-15","C8:03:F5:14:C3:A0","3282729984","120671651","3162058333","163733","4290445","-59","36","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 02:54:31"
"android-b3d05e5db9e806ca","Unknown","10.40.6.57/::","00:88:59:29:24:74","EHC-15","84:23:88:1E:4D:F0","52950242","441159","52509083","27","3325","-67","27","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:51:18"
"android-d16872f5d400e00a","Android","10.80.7.102/::","00:90:4C:7D:00:70","EHC-15","C8:03:F5:33:C4:D0","900626809","29270101","871356708","968","28837","-66","28","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 00:52:29"
"Galaxy-J7-Prime2","Android","10.60.6.209/::","00:B5:D0:C1:98:DD","EHC-15","84:23:88:1E:4A:C0","1274284776","160943013","1113341763","1289","8922","-73","20","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 22:35:52"
