"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","2081132442","65256114","2015876328","9184","283726","-63","32","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:18:27"
"","Unidentified Router or AP","10.90.2.55/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","32045402","2358172","29687230","267","3367","-70","26","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 06:18:01"
"","Unidentified Router or AP","10.90.2.87/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","1233111379","239129362","993982017","165030","685977","-65","29","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 02:39:59"
"Samsung","Unknown","10.60.3.25/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","654317527","20787214","633530313","10435","318037","-76","19","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 03:22:34"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D5:30","306901978","11350526","295551452","2721","70858","-86","12","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:38:11"
"Samsung","Unknown","10.100.6.18/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","18920946","2429791","16491155","69","472","-72","21","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:21:38"
"Samsung","Unknown","10.20.1.178/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","34315976","4154181","30161795","178","1299","-65","31","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 02:23:19"
"Samsung","Unknown","10.50.1.142/::","00:C3:F4:7E:0A:11","EHC TV","B4:79:C8:15:4D:20","97821975","786042","97035933","18","2292","-74","22","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:59:57"
"Samsung","Unknown","10.30.3.248/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","970745229","47212607","923532622","17421","340786","-76","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 22:16:16"
"Samsung","Unknown","10.100.2.133/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","299797135","14738576","285058559","15178","293572","-73","24","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 02:42:50"
"Samsung","Unknown","10.30.7.5/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","223996535","11298584","212697951","48491","912866","-83","12","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:45:06"
"Samsung","Unknown","10.30.7.126/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","7486769","209009","7277760","75","2639","-73","23","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:03:43"
"Samsung","Unknown","10.100.6.14/::","00:C3:F4:7E:0B:3B","EHC TV","20:58:69:0C:86:C0","927748501","44616483","883132018","1662","32901","-73","20","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 17:43:36"
"Samsung","Unknown","10.60.1.9/::","00:C3:F4:7E:0B:77","EHC TV","C8:03:F5:33:AA:30","16793924","816002","15977922","5476","107234","-78","17","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:43:56"
"Samsung","Unknown","10.100.2.137/::","00:C3:F4:86:2D:62","EHC TV","20:58:69:0C:63:50","1462372977","67029038","1395343939","28163","586278","-68","25","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 23:44:32"
"Samsung","Unknown","10.30.3.49/::","00:C3:F4:86:2E:1D","EHC TV","C8:03:F5:33:AC:20","415462434","14970401","400492033","17326","463532","-79","17","N/A","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:48:18"
"Samsung","Unknown","10.30.5.168/::","00:C3:F4:86:2E:6E","EHC TV","C8:03:F5:33:A9:D0","895970956","31161997","864808959","13104","363670","-76","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 06:58:43"
