"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"android-41e730715843ce35","Android","10.30.7.27/::","00:08:22:1A:F9:FB","EHC-15","84:23:88:1E:4C:20","7575674","3789953","3785721","10079","10068","-74","17","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:44:31"
"android-1d55c29787da2ad8","Unknown","10.60.4.245/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","19323269","989419","18333850","5466","101291","-76","20","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:42:48"
"P30-ROW","Unknown","10.50.5.26/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","18817048","1427534","17389514","1603","19538","-55","37","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:28:08"
"","Android","10.40.3.232/::","00:08:22:C0:BC:FB","EHC-15","C8:03:F5:33:AC:E0","13894715","2698669","11196046","97","406","-67","29","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 01:04:03"
"V2111","Unknown","10.30.1.18/::","00:08:3F:61:09:E9","EHC-15","84:23:88:1E:4D:20","806199972","210954733","595245239","5394","15222","-82","11","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 21:59:22"
"","Unidentified Router or AP","10.90.2.147/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E0:E0","6569860","585115","5984745","172","1764","-82","15","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:37:43"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","167978565","17890723","150087842","250","2105","-84","16","a/n","30","48","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:02:55"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:0C:73:50","1061338","326473","734865","33","76","-78","17","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 04:39:40"
"","Unknown","10.30.4.242/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","164582","81570","83012","60","61","-84","9","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:27:54"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","1127296","412088","715208","163","283","-85","13","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 08:07:02"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","58020860","2787427","55233433","85","1692","-91","9","a/n","90","100","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:52:37"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","58466166","2939491","55526675","185","3497","-69","25","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 04:25:16"
"","Unknown","10.40.6.193/::","00:16:88:25:B5:5C","EHC-15","84:23:88:1E:45:D0","32974948","1268836","31706112","101","2537","-77","14","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 04:59:39"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","397922","210945","186977","12","10","-75","18","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 04:03:32"
"","Unknown","10.60.2.199/::","00:16:88:26:4B:88","EHC-15","20:58:69:2E:CB:20","473449","221662","251787","13","15","-73","24","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 04:02:51"
"","Unknown","10.40.6.29/::","00:16:88:27:C9:DA","EHC-15","C8:03:F5:39:D7:E0","16745472","68985","16676487","9","2359","-89","7","g/n","40","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 06:52:15"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","32479208","2599876","29879332","58","675","-66","31","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:32:17"
"android-260e454dfd6a744a","Unknown","10.60.4.216/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D7:00","55150208","240700","54909508","24","5532","-72","22","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 06:05:34"
"","Android","10.100.7.84/::","00:16:88:30:09:2E","EHC-15","20:58:69:0C:86:C0","631142","237770","393372","20","34","-85","8","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 05:38:32"
"","Unknown","10.40.3.37/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","32846324","989810","31856514","74","2399","-86","7","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 05:07:43"
"Samsung","Unknown","10.30.4.235/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","1829256781","70001371","1759255410","38168","959245","-79","15","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 05:08:30"
"Samsung","Unknown","10.60.3.253/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","969384724","40921294","928463430","12014","272596","-72","24","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 01:30:51"
"Samsung","Unknown","10.100.0.100/::","00:7C:2D:26:92:E3","EHC-15","20:58:69:0C:8D:C0","150797","69118","81679","4","5","-58","37","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 02:31:54"
"Samsung","Unknown","10.100.2.24/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","165974407","28589836","137384571","6771","32540","-75","20","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:01:53"
