"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Joeria-s-S23-Ultra","Unknown","10.100.7.77/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","217701995","42394166","175307829","4247","17564","-85","8","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 07:08:14"
"A35-alkhas-b-Zahraa","Unknown","10.100.1.227/::","12:ED:5F:13:35:CA","Reception Hall-Mobile","84:23:88:1E:4E:80","1236935","90143","1146792","191","2439","-50","40","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:46:45"
"OPPO-A18","Unknown","10.100.1.188/::","16:EC:CF:95:11:19","Reception Hall-Mobile","84:23:88:1E:4E:80","495","236","259","0","0","-73","17","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:42:39"
"A35-alkhas-b-ahmd","Unknown","10.100.1.230/::","22:0E:45:3E:CB:A1","Reception Hall-Mobile","84:23:88:1E:4E:80","13042380","2284046","10758334","4922","23186","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:46:51"
"iPhone","Unknown","10.100.1.77/::","22:D6:F5:CA:AA:9F","Reception Hall-Mobile","84:23:88:1E:44:C0","112549","57023","55526","280","273","-86","4","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:35:12"
"Infinix-HOT-30i","Unknown","10.100.7.56/::","26:B4:7C:B4:6E:BC","Reception Hall-Mobile","84:23:88:1E:44:C0","14694210","1606725","13087485","856","6976","-70","23","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:22:55"
"iPhone","Unknown","10.100.1.249/::","26:E9:0E:6D:9B:B9","Reception Hall-Mobile","84:23:88:1E:4E:80","174360","70385","103975","1256","1856","-61","29","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:53:38"
"","Unknown","10.100.1.197/::","4A:33:E9:AF:9C:40","Reception Hall-Mobile","84:23:88:1E:4E:80","76429469","4508316","71921153","5518","88030","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:40:57"
"Galaxy-S24-Ultra","Unknown","10.100.1.75/::","4A:CF:DD:75:6B:D2","Reception Hall-Mobile","84:23:88:1E:4E:80","63669927","26073420","37596507","13928","20083","-59","31","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:23:22"
"HONOR-200-Lite","Unknown","10.100.1.166/::","56:4F:2F:4B:8A:A9","Reception Hall-Mobile","84:23:88:1E:44:C0","14830628","10088420","4742208","9562","4494","-65","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:37:03"
