"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Joeria-s-S23-Ultra","Unknown","10.100.7.108/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","8735108","2801669","5933439","1154","2444","-83","10","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:50:10"
"iPhone","Unknown","10.100.7.70/::","0E:5F:AF:CF:A7:E4","Reception Hall-Mobile","84:23:88:1E:44:C0","382","0","382","0","0","-67","23","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:12:45"
"Galaxy-S24-Ultra","Unknown","10.100.7.168/::","16:F0:0F:0C:B3:FB","Reception Hall-Mobile","84:23:88:1E:4E:80","108686","40576","68110","29","49","-85","6","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:47:16"
"OnePlus-10-Pro-5G","Unknown","10.100.7.194/::","26:2A:3E:E5:23:35","Reception Hall-Mobile","84:23:88:1E:44:C0","11951195","5595600","6355595","2266","2574","-64","29","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:49:29"
"Infinix-HOT-30i","Unknown","10.100.7.56/::","26:B4:7C:B4:6E:BC","Reception Hall-Mobile","84:23:88:1E:4E:80","2931715","219868","2711847","329","4065","-79","11","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:31"
"Galaxy-A14","Unknown","10.100.0.167/::","2E:58:4F:3A:52:77","Reception Hall-Mobile","84:23:88:1E:4E:80","3461293","691935","2769358","1700","6804","-67","23","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:23:51"
"iPhone","Unknown","10.100.0.237/::","2E:6E:F2:54:84:96","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:31:59"
"","Unknown","10.100.0.136/::","2E:C6:2C:50:0A:6C","Reception Hall-Mobile","84:23:88:1E:44:C0","151578","37568","114010","58","176","-81","9","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:19:50"
"Galaxy-S23-Ultra","Unknown","10.100.3.32/::","32:70:11:F4:05:49","Reception Hall-Mobile","84:23:88:1E:44:C0","16973084","1669568","15303516","936","8583","-64","26","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 12:47:29"
"S25-Ultra-alkhas-b-m-tz","Unknown","10.100.0.194/::","36:E4:9D:26:59:FC","Reception Hall-Mobile","84:23:88:1E:4E:80","292710","92419","200291","363","788","-52","38","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:26:19"
"POCO-C40","Unknown","10.100.7.60/::","3C:13:5A:EF:8A:F2","Reception Hall-Mobile","84:23:88:1E:4E:80","57273920","3727891","53546029","1104","15865","-52","39","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:34:17"
"iPhone","Unknown","10.100.0.94/::","42:D0:B8:BF:08:9C","Reception Hall-Mobile","84:23:88:1E:4E:80","4296831","2052137","2244694","6684","7311","-58","33","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:25:30"
"Galaxy-A54-5G","Unknown","10.100.7.171/::","4E:62:A1:9E:98:6D","Reception Hall-Mobile","84:23:88:1E:4E:80","44205","11446","32759","7","22","-78","12","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:13:45"
"Redmi-Note-10","Unknown","10.100.7.223/::","50:DA:D6:5E:18:20","Reception Hall-Mobile","84:23:88:1E:4E:80","0","0","0","0","0","0","0","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:15:53"
"iPhone","Unknown","10.100.0.185/::","56:57:A8:53:50:42","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:32:27"
"Galaxy-A16-5G","Unknown","10.100.0.238/::","62:7F:7B:83:6C:BD","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:31:16"
"iPhone","Unknown","10.100.0.93/::","6A:14:98:13:15:34","Reception Hall-Mobile","84:23:88:1E:4E:80","412","0","412","0","0","-77","16","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:16:10"
"Redmi-Note-11","Unknown","10.100.6.108/::","6A:50:6C:56:1C:17","Reception Hall-Mobile","84:23:88:1E:4E:80","206780311","11053926","195726385","2935","51971","-54","37","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:27:46"
"DESKTOP-8JI8F0M","Windows (Mobile) 8/8.1/10","10.100.2.141/::","70:A6:CC:E0:CC:2F","Reception Hall-Mobile","84:23:88:1E:4E:80","4400","3360","1040","14","4","-62","31","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:34"
"HUAWEI_nova_8i-6fca4d9f48","Android","10.100.0.83/::","82:03:22:CA:1B:5E","Reception Hall-Mobile","84:23:88:1E:44:C0","48986603","2272660","46713943","605","12447","-60","30","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:43"
"Galaxy-A05s","Unknown","10.100.6.238/::","8E:53:95:93:20:F8","Reception Hall-Mobile","84:23:88:1E:4E:80","35211649","2394616","32817033","1164","15961","-77","14","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:56:21"
"M13-alkhas-b-mhmd","Unknown","10.100.0.24/::","8E:D7:EB:A5:2C:C1","Reception Hall-Mobile","84:23:88:1E:4E:80","7049501","514518","6534983","576","7326","-81","10","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:03:21"
"Galaxy-A31","Unknown","10.100.0.183/::","A2:14:38:E7:95:E7","Reception Hall-Mobile","84:23:88:1E:44:C0","3051135","238355","2812780","766","9044","-84","6","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:28:44"
"Galaxy-A14","Unknown","10.100.5.247/::","A2:B8:AC:FC:00:B7","Reception Hall-Mobile","84:23:88:1E:4E:80","103758865","59051446","44707419","10541","7980","-51","40","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 12:56:36"
"iPhone","Unknown","10.100.7.145/::","A4:F8:41:AA:81:E2","Reception Hall-Mobile","84:23:88:1E:4E:80","469966","109873","360093","152","498","-85","8","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:17:04"
"Redmi-12-5G","Unknown","10.100.2.182/::","A6:30:E2:E9:0B:ED","Reception Hall-Mobile","84:23:88:1E:4E:80","155387","37971","117416","499","1544","-62","28","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:17"
"V2110","Unknown","10.100.0.193/::","AA:F0:CC:17:AB:3D","Reception Hall-Mobile","84:23:88:1E:4E:80","1482478","361633","1120845","1636","5071","-78","15","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:26:17"
"HONOR-Magic7-Pro","Unknown","10.100.2.82/::","B2:14:A5:33:97:9A","Reception Hall-Mobile","84:23:88:1E:4E:80","3911965","237873","3674092","7673","118519","-73","18","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:06"
"iPhone","Unknown","10.100.6.191/::","B2:2E:D0:33:67:56","Reception Hall-Mobile","84:23:88:1E:44:C0","8869","5454","3415","419","262","-58","32","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:22"
"iPhone","Unknown","10.100.0.180/::","B6:ED:C6:DD:C0:CD","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:31:23"
"iPhone","Unknown","10.100.0.147/::","BA:C7:B3:78:6E:48","Reception Hall-Mobile","84:23:88:1E:44:C0","4704259","877131","3827128","4042","17636","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:27:01"
"Galaxy-S24-Ultra","Unknown","10.100.3.87/::","BE:82:0B:22:69:D9","Reception Hall-Mobile","84:23:88:1E:4E:80","7801441","2075048","5726393","418","1154","-57","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:07:57"
"iPhone","Unknown","10.100.7.150/::","BE:DF:CE:8D:FF:38","Reception Hall-Mobile","84:23:88:1E:4E:80","108636","39424","69212","47","82","-81","10","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:16:25"
"iPhone","Unknown","10.100.7.149/::","C2:A1:DE:4B:BC:12","Reception Hall-Mobile","84:23:88:1E:4E:80","165677","21422","144255","23","161","-88","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:15:44"
"iPhone","Unknown","10.100.5.252/::","C6:84:C3:8D:A1:5C","Reception Hall-Mobile","84:23:88:1E:4E:80","132298","36806","95492","97","251","-48","43","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:24:18"
"iPhone-Hadeel","Unknown","10.100.0.211/::","C8:1F:E8:9B:43:D1","Reception Hall-Mobile","84:23:88:1E:4E:80","1154830","133466","1021364","946","7243","-54","37","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:28:14"
"iPhone","Unknown","10.100.0.158/::","CA:EA:69:0B:95:AE","Reception Hall-Mobile","84:23:88:1E:44:C0","10934486","1102209","9832277","30616","273118","-59","31","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:29:42"
