"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.6.231/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","3713326","99772","3613554","26","942","-65","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.3.181/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","18177432","81743","18095689","7","1633","-70","23","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 11:25:58"
"Samsung","Unknown","10.100.0.134/::","00:C3:F4:7E:0A:C5","Reception Hall-TV","84:23:88:1E:44:C0","25278225","475863","24802362","725","37808","-51","42","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 12:17:41"
"Samsung","Unknown","10.100.1.18/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","1542909161","411744","1542497417","2","9547","-44","49","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 17:37:58"
"iPhone","Unknown","10.100.0.68/::","0E:93:15:1A:29:C6","Reception Hall-TV","84:23:88:1E:4E:80","93074205","4365576","88708629","9701","197130","-59","32","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:52"
"iPhone","Unknown","10.100.7.196/::","16:97:2F:2A:44:11","Reception Hall-TV","84:23:88:1E:4E:80","445006929","13825075","431181854","7501","233956","-58","33","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:59:51"
"S24-Ultra-alkhas-b-Samar","Unknown","10.100.7.209/::","1E:DD:1C:2C:09:F3","Reception Hall-TV","84:23:88:1E:4E:80","59433593","3648776","55784817","2252","34435","-85","6","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:51:38"
"Galaxy-A15","Unknown","10.100.0.209/::","2E:41:6F:68:8B:95","Reception Hall-TV","84:23:88:1E:4E:80","171005","40291","130714","265","859","-60","30","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:31"
"","Unknown","10.100.7.167/::","3E:CD:C8:4F:EE:AB","Reception Hall-TV","84:23:88:1E:44:C0","333517984","14440807","319077177","5894","130235","-58","35","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:29:51"
"Galaxy-A05s","Unknown","10.100.7.64/::","46:16:03:32:2B:F5","Reception Hall-TV","84:23:88:1E:44:C0","81428129","8651175","72776954","2598","21861","-50","41","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:52"
"S24-Ultra-alkhas-b-wedad","Unknown","10.100.0.44/::","46:EB:39:76:35:51","Reception Hall-TV","84:23:88:1E:4E:80","18753638","1121671","17631967","2100","33018","-91","0","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:04:18"
"Galaxy-S24","Unknown","10.100.0.81/::","52:7E:1A:26:FB:C8","Reception Hall-TV","84:23:88:1E:4E:80","28994415","654213","28340202","1721","74579","-57","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:24:17"
"HONOR-X9b-5G","Unknown","10.100.5.37/::","8A:76:73:25:19:9B","Reception Hall-TV","84:23:88:1E:44:C0","6001814","745877","5255937","407","2868","-63","27","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 12:40:05"
"A72-alkhas-b-dema","Unknown","10.100.0.148/::","8A:87:42:E4:10:37","Reception Hall-TV","84:23:88:1E:4E:80","44691","12945","31746","23","58","-88","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:32"
"njla","Unknown","10.100.0.223/::","8E:0E:9F:54:2C:CB","Reception Hall-TV","84:23:88:1E:4E:80","44791","13537","31254","250","578","-54","36","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:32:06"
"Galaxy-S24-Ultra","Unknown","10.100.0.179/::","8E:68:4B:13:38:6C","Reception Hall-TV","84:23:88:1E:44:C0","5547319","627365","4919954","1948","15279","-48","42","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:25:11"
"","Unknown","10.100.0.218/::","92:3D:92:50:AC:0A","Reception Hall-TV","84:23:88:1E:4E:80","91194","34674","56520","376","614","-61","29","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:32:07"
"Galaxy-M12","Unknown","10.100.0.35/::","96:02:0A:3D:F8:85","Reception Hall-TV","84:23:88:1E:4E:80","27593310","5641700","21951610","3340","12996","-67","26","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:02:27"
"iPhone","Unknown","10.100.0.63/::","A4:F8:41:CA:69:B9","Reception Hall-TV","84:23:88:1E:4E:80","3719965","124776","3595189","221","6374","-87","4","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:26"
"Galaxy-S24-Ultra","Unknown","10.100.0.217/::","AA:2E:C2:39:83:10","Reception Hall-TV","84:23:88:1E:4E:80","865737","260136","605601","2827","6582","-55","35","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:32:17"
"Galaxy-S24-Ultra","Unknown","10.100.0.170/::","AA:39:BC:84:AB:2B","Reception Hall-TV","84:23:88:1E:4E:80","90048337","4337542","85710795","11414","225554","-61","30","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:24:13"
"Redmi-Note-13-Pro-5G","Unknown","10.100.7.147/::","BA:19:E4:2D:B9:73","Reception Hall-TV","84:23:88:1E:4E:80","248708","80543","168165","37","77","-77","14","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:54:30"
"A16-alkhas-b-hd","Unknown","10.100.7.245/::","C6:4C:39:0C:81:B9","Reception Hall-TV","84:23:88:1E:4E:80","799797","235683","564114","225","539","-88","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:13:11"
"S22-alkhas-b-hsn","Unknown","10.100.0.191/::","C6:F0:64:8C:45:23","Reception Hall-TV","84:23:88:1E:44:C0","98119842","5173437","92946405","2858","51351","-73","17","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:00:28"
"","Unknown","10.100.7.230/::","CA:18:B3:00:52:BC","Reception Hall-TV","84:23:88:1E:44:C0","80946","33528","47418","381","538","-69","21","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:02"
"iPhone","Unknown","10.100.0.200/::","CA:54:58:31:DB:4E","Reception Hall-TV","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:32:36"
"Galaxy-A32","Unknown","10.100.6.82/::","D2:8B:0D:DD:E2:8D","Reception Hall-TV","84:23:88:1E:4E:80","152153866","47147195","105006671","9840","21917","-47","44","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:10:41"
"","Unknown","10.100.0.241/::","D2:F9:AB:88:13:8C","Reception Hall-TV","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:30:53"
"Galaxy-S24-Ultra","Unknown","10.100.0.177/::","D6:52:5A:EA:33:38","Reception Hall-TV","84:23:88:1E:4E:80","143446","55520","87926","163","258","-47","43","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:24:57"
"Galaxy-Z-Flip5","Unknown","10.100.7.155/::","F2:57:13:F6:84:FC","Reception Hall-TV","84:23:88:1E:4E:80","1422701","176571","1246130","81","572","-78","13","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:46:50"
"Galaxy-A53-5G","Unknown","10.100.0.205/::","F6:D1:34:B7:7D:24","Reception Hall-TV","84:23:88:1E:4E:80","389671","128932","260739","724","1464","-49","41","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:27:40"
