"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.6.231/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","3713326","99772","3613554","23","861","-65","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.3.181/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","18177432","81743","18095689","7","1582","-70","23","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 11:25:58"
"Samsung","Unknown","10.100.0.134/::","00:C3:F4:7E:0A:C5","Reception Hall-TV","84:23:88:1E:44:C0","27239955","475863","26764092","468","26342","-51","42","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 12:17:41"
"Samsung","Unknown","10.100.1.18/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","1542909161","411744","1542497417","2","9525","-44","49","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 17:37:58"
"iPhone","Unknown","10.100.7.196/::","16:97:2F:2A:44:11","Reception Hall-TV","84:23:88:1E:4E:80","569850353","17972506","551877847","8158","250511","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:59:51"
"zndah-s-S25-Ultra","Unknown","10.100.0.165/::","26:48:35:E1:60:79","Reception Hall-TV","84:23:88:1E:4E:80","603687","155229","448458","2097","6060","-67","26","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:35:23"
"Galaxy-A15","Unknown","10.100.0.209/::","2E:41:6F:68:8B:95","Reception Hall-TV","84:23:88:1E:4E:80","3927","2159","1768","7","5","-78","12","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:31"
"","Unknown","10.100.7.167/::","3E:CD:C8:4F:EE:AB","Reception Hall-TV","84:23:88:1E:4E:80","46647622","2128308","44519314","5255","109924","-71","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:29:51"
"Galaxy-A05s","Unknown","10.100.7.64/::","46:16:03:32:2B:F5","Reception Hall-TV","84:23:88:1E:44:C0","1990073","792039","1198034","2769","4188","-65","25","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:36:25"
"S24-Ultra-alkhas-b-wedad","Unknown","10.100.0.44/::","46:EB:39:76:35:51","Reception Hall-TV","84:23:88:1E:4E:80","18762361","1121671","17640690","1254","19732","-90","0","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:04:18"
"Galaxy-S24","Unknown","10.100.0.81/::","52:7E:1A:26:FB:C8","Reception Hall-TV","84:23:88:1E:4E:80","29031857","669008","28362849","16317","691776","-58","32","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:36:55"
"HONOR-X9b-5G","Unknown","10.100.5.37/::","8A:76:73:25:19:9B","Reception Hall-TV","84:23:88:1E:44:C0","6457384","780965","5676419","356","2589","-62","28","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:35:32"
"A72-alkhas-b-dema","Unknown","10.100.0.148/::","8A:87:42:E4:10:37","Reception Hall-TV","84:23:88:1E:4E:80","44691","12945","31746","14","35","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:32"
"njla","Unknown","10.100.0.223/::","8E:0E:9F:54:2C:CB","Reception Hall-TV","84:23:88:1E:4E:80","7064239","500627","6563612","1854","24309","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:32:06"
"Galaxy-S24-Ultra","Unknown","10.100.0.179/::","8E:68:4B:13:38:6C","Reception Hall-TV","84:23:88:1E:4E:80","1538611","841149","697462","1969","1633","-77","13","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:25:11"
"iPhone","Unknown","10.100.0.63/::","A4:F8:41:CA:69:B9","Reception Hall-TV","84:23:88:1E:4E:80","3719965","124776","3595189","135","3890","-86","4","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:26"
"Galaxy-S24-Ultra","Unknown","10.100.0.217/::","AA:2E:C2:39:83:10","Reception Hall-TV","84:23:88:1E:4E:80","36052271","1711437","34340834","6582","132080","-79","11","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:32:17"
"Galaxy-S24-Ultra","Unknown","10.100.0.170/::","AA:39:BC:84:AB:2B","Reception Hall-TV","84:23:88:1E:4E:80","108414119","6131753","102282366","8286","138219","-72","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:24:13"
"A16-alkhas-b-hd","Unknown","10.100.7.245/::","C6:4C:39:0C:81:B9","Reception Hall-TV","84:23:88:1E:4E:80","799797","235683","564114","167","401","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:13:11"
"","Unknown","10.100.7.230/::","CA:18:B3:00:52:BC","Reception Hall-TV","84:23:88:1E:4E:80","28688992","12462653","16226339","327964","427008","-77","13","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:02"
"iPhone","Unknown","10.100.0.200/::","CA:54:58:31:DB:4E","Reception Hall-TV","84:23:88:1E:4E:80","0","0","0","0","0","-81","9","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:36:21"
"Galaxy-A32","Unknown","10.100.6.82/::","D2:8B:0D:DD:E2:8D","Reception Hall-TV","84:23:88:1E:4E:80","185514823","62850278","122664545","12201","23813","-45","45","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:10:41"
"","Unknown","10.100.0.241/::","D2:F9:AB:88:13:8C","Reception Hall-TV","84:23:88:1E:44:C0","1699198","215058","1484140","13441","92758","-57","33","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:36:22"
"Galaxy-S24-Ultra","Unknown","10.100.0.177/::","D6:52:5A:EA:33:38","Reception Hall-TV","84:23:88:1E:4E:80","13105","4043","9062","14","32","-72","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:24:57"
"","Unknown","10.100.0.145/::","DC:6A:E7:CA:19:58","Reception Hall-TV","84:23:88:1E:44:C0","70741543","3726963","67014580","4068","73160","-67","26","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:22"
"Galaxy-A53-5G","Unknown","10.100.0.205/::","F6:D1:34:B7:7D:24","Reception Hall-TV","84:23:88:1E:4E:80","46273","27326","18947","124","86","-78","12","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:32:58"
