"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.2.193/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","1568383182","65128059","1503255123","8459","195253","-67","28","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 05:03:05"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","2576979","9668","2567311","12","3308","-75","20","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:04:25"
"","Unidentified Router or AP","10.90.1.30/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","14782554","785857","13996697","5953","106035","-81","14","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:56:35"
"Samsung","Unknown","10.60.0.31/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","297410492","11228160","286182332","847","21608","-76","19","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 06:58:44"
"Samsung","Unknown","10.40.7.90/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","116263334","309255","115954079","11","4151","-58","34","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 01:13:45"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D4:A0","303719286","15234759","288484527","5061","95842","-69","27","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:52:21"
"Samsung","Unknown","10.100.6.153/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","18521928","2647381","15874547","159","954","-70","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:09:10"
"Samsung","Unknown","10.20.0.246/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","26097518","390664","25706854","28","1870","-70","25","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 05:06:41"
"Samsung","Unknown","10.90.7.89/::","00:7C:2D:AF:85:15","EHC TV","B4:79:C8:10:DF:10","527634102","18612757","509021345","4246","116135","-70","26","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 04:47:30"
"Samsung","Unknown","10.90.5.128/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:E0:B0","8219184","439313","7779871","682","12080","-62","34","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:46:51"
