"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Joeria-s-S23-Ultra","Unknown","10.100.7.108/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","17921811","3556463","14365348","1276","5154","-86","7","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:50:10"
"OnePlus-10-Pro-5G","Unknown","10.100.7.194/::","26:2A:3E:E5:23:35","Reception Hall-Mobile","84:23:88:1E:44:C0","14171869","5772476","8399393","2040","2969","-83","10","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:49:29"
"Infinix-HOT-30i","Unknown","10.100.7.56/::","26:B4:7C:B4:6E:BC","Reception Hall-Mobile","84:23:88:1E:44:C0","9169","6049","3120","18","9","-78","12","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:31"
"Galaxy-A14","Unknown","10.100.0.167/::","2E:58:4F:3A:52:77","Reception Hall-Mobile","84:23:88:1E:4E:80","16208","10441","5767","34","18","-45","48","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:23:51"
"iPhone","Unknown","10.100.0.237/::","2E:6E:F2:54:84:96","Reception Hall-Mobile","84:23:88:1E:44:C0","5127630","2798499","2329131","10102","8408","-63","27","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:59"
"Galaxy-S23-Ultra","Unknown","10.100.3.32/::","32:70:11:F4:05:49","Reception Hall-Mobile","84:23:88:1E:44:C0","17005830","1683093","15322737","785","7150","-64","26","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:35:38"
"POCO-C40","Unknown","10.100.7.60/::","3C:13:5A:EF:8A:F2","Reception Hall-Mobile","84:23:88:1E:4E:80","99779302","5547918","94231384","1485","25229","-52","38","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:34:17"
"iPhone","Unknown","10.100.0.94/::","42:D0:B8:BF:08:9C","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:25:30"
"Redmi-Note-10","Unknown","10.100.7.223/::","50:DA:D6:5E:18:20","Reception Hall-Mobile","84:23:88:1E:4E:80","20536892","1929133","18607759","19486","187957","-84","6","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:34:53"
"iPhone","Unknown","10.100.0.185/::","56:57:A8:53:50:42","Reception Hall-Mobile","84:23:88:1E:4E:80","14413317","939364","13473953","6806","97637","-77","13","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:34:18"
"Galaxy-A16-5G","Unknown","10.100.0.238/::","62:7F:7B:83:6C:BD","Reception Hall-Mobile","84:23:88:1E:4E:80","1791","1024","767","5","3","-90","0","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:16"
"Redmi-Note-11","Unknown","10.100.6.108/::","6A:50:6C:56:1C:17","Reception Hall-Mobile","84:23:88:1E:4E:80","207021122","11155898","195865224","2703","47470","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:27:46"
"DESKTOP-8JI8F0M","Windows (Mobile) 8/8.1/10","10.100.2.141/::","70:A6:CC:E0:CC:2F","Reception Hall-Mobile","84:23:88:1E:4E:80","8736","6708","2028","24","7","-63","30","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:21:34"
"HUAWEI_nova_8i-6fca4d9f48","Android","10.100.0.83/::","82:03:22:CA:1B:5E","Reception Hall-Mobile","84:23:88:1E:44:C0","48986603","2272660","46713943","552","11357","-60","30","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:43"
"A05-alkhas-b-asra-samy","Unknown","10.100.0.233/::","8E:AD:B9:58:6F:D6","Reception Hall-Mobile","84:23:88:1E:44:C0","1253330","85244","1168086","392","5382","-73","20","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:33:00"
"A73-alkhas-b-khaled","Unknown","10.100.1.7/::","9A:57:C8:6D:BA:1A","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 14:37:35"
"Galaxy-A31","Unknown","10.100.0.183/::","A2:14:38:E7:95:E7","Reception Hall-Mobile","84:23:88:1E:44:C0","3051135","238355","2812780","355","4191","-84","6","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:28:44"
"Galaxy-A14","Unknown","10.100.5.247/::","A2:B8:AC:FC:00:B7","Reception Hall-Mobile","84:23:88:1E:4E:80","135374161","83037257","52336904","13927","8778","-43","47","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 12:56:36"
"Redmi-12-5G","Unknown","10.100.2.182/::","A6:30:E2:E9:0B:ED","Reception Hall-Mobile","84:23:88:1E:44:C0","2048","1320","728","94","52","-52","38","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:31:17"
"V2110","Unknown","10.100.0.193/::","AA:F0:CC:17:AB:3D","Reception Hall-Mobile","84:23:88:1E:4E:80","2165555","631809","1533746","1087","2639","-77","16","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:26:17"
"HONOR-Magic7-Pro","Unknown","10.100.2.82/::","B2:14:A5:33:97:9A","Reception Hall-Mobile","84:23:88:1E:4E:80","78953","26334","52619","302","604","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:30:06"
"iPhone","Unknown","10.100.6.191/::","B2:2E:D0:33:67:56","Reception Hall-Mobile","84:23:88:1E:44:C0","85785","35368","50417","768","1096","-48","42","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:35:52"
"iPhone","Unknown","10.100.0.180/::","B6:ED:C6:DD:C0:CD","Reception Hall-Mobile","84:23:88:1E:4E:80","2096556","190722","1905834","3076","30739","-84","6","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:35:34"
"iPhone","Unknown","10.100.0.147/::","BA:C7:B3:78:6E:48","Reception Hall-Mobile","84:23:88:1E:44:C0","5768001","1187871","4580130","2058","7937","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:27:01"
"Galaxy-S24-Ultra","Unknown","10.100.3.87/::","BE:82:0B:22:69:D9","Reception Hall-Mobile","84:23:88:1E:4E:80","7862180","2090058","5772122","392","1085","-56","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:07:57"
"iPhone","Unknown","10.100.5.252/::","C6:84:C3:8D:A1:5C","Reception Hall-Mobile","84:23:88:1E:4E:80","908540","161450","747090","1083","5014","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 14:34:08"
