"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.70.6.33/::","00:01:12:75:5B:A1","EHC-15","C8:03:F5:39:C1:30","1279408","52630","1226778","115","2684","-90","6","g/n","70","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:41:43"
"","Unknown","10.100.5.5/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7C:80","567345","194828","372517","117","224","-83","12","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:26:55"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","11471876","940294","10531582","5342","59838","-84","16","a/n","60","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:51:01"
"Redmi-10A","Unknown","10.40.7.52/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","118570464","5048293","113522171","193","4360","-73","20","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 02:42:13"
"","Android","10.40.5.234/::","00:08:22:7A:BC:FB","EHC-15","C8:03:F5:33:AC:E0","39870576","4365937","35504639","135","1101","-83","13","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 00:57:34"
"P30-ROW","Unknown","10.50.2.208/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","1170637","75012","1095625","3948","57664","-60","32","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:56:05"
"","Unknown","10.20.1.77/::","00:08:22:EE:D2:1B","EHC-15","C8:03:F5:33:AC:B0","159560338","5729584","153830754","536","14400","-81","14","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 06:49:41"
"V2111","Unknown","10.100.1.181/::","00:08:3F:61:09:E9","EHC-15","20:58:69:0C:7A:40","1389919","198693","1191226","1482","8889","-89","7","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:50:25"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","160125018","10764177","149360841","629","8730","-72","23","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:49:37"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","14337426","3173542","11163884","304","1070","-72","23","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","50906298","2721876","48184422","107","1899","-78","18","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 02:48:00"
"","Unknown","10.30.4.242/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","55905219","1847659","54057560","212","6221","-82","12","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 07:31:20"
"android-f6c6a41806853f2a","Unknown","10.50.1.122/::","00:16:88:22:9F:88","EHC-15","C8:03:F5:33:C7:A0","52159","28963","23196","32","25","-88","9","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:09:20"
"","Unknown","10.60.0.33/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","271806422","14690090","257116332","2505","43861","-81","17","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:38:35"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","681360","317342","364018","84","97","-75","21","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:51:32"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","31179648","1639237","29540411","39","713","-91","16","a/n","50","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:50"
"","Unknown","10.40.4.24/::","00:16:88:25:B5:5C","EHC-15","84:23:88:1E:45:D0","130888400","4047045","126841355","424","13318","-71","20","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 06:11:11"
"","Unknown","10.60.6.237/::","00:16:88:25:BB:AC","EHC-15","B4:79:C8:10:D3:20","816579","307318","509261","104","173","-78","17","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:59:47"
"","Unknown","10.40.7.205/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:49:20","819322","320365","498957","99","154","-86","6","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:59:34"
"","Unknown","10.40.7.204/::","00:16:88:27:C9:DA","EHC-15","84:23:88:1E:4D:B0","615144063","23586236","591557827","222","5573","-68","25","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 04:24:55"
"","Unknown","10.60.5.39/::","00:16:88:28:1E:1D","EHC-15","54:EC:2F:07:59:F0","789918","321467","468451","15","21","-68","27","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:55:18"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","44859330","2288988","42570342","47","883","-75","25","a/n","50","40","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:32:39"
"android-fc2edb9c0cace7b0","Unknown","10.100.7.73/::","00:16:88:2C:27:FE","EHC-15","20:58:69:0C:A2:80","375910","168046","207864","11","14","-71","25","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 05:51:10"
"","Android","10.100.4.187/::","00:16:88:30:09:2E","EHC-15","20:58:69:0C:86:C0","182989349","7160789","175828560","230","5653","-84","16","a/n","100","56","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 01:08:22"
"android-97e3e80e236ec613","Unknown","10.100.5.153/::","00:16:88:30:72:B5","EHC-15","20:58:69:0C:A4:80","8837014","743278","8093736","25","281","-70","23","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 01:57:02"
"","Unknown","10.40.5.22/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","366226823","16036511","350190312","296","6482","-75","14","a/n","40","128","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:54:33"
"Samsung","Unknown","10.30.2.208/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","6560621","741744","5818877","232","1826","-73","21","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 04:51:43"
"Samsung","Unknown","10.60.5.13/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","1077359919","45669324","1031690595","6580","148658","-72","25","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:21:32"
"Samsung","Unknown","10.20.0.100/::","00:7C:2D:26:92:FB","EHC-15","C8:03:F5:38:7D:C0","1638075","362063","1276012","229","807","-69","25","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:06:36"
"Samsung","Unknown","10.90.3.228/::","00:7C:2D:26:93:1A","EHC-15","B4:79:C8:10:D2:D0","2275234","208937","2066297","23","233","-71","27","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 05:28:46"
"Samsung","Unknown","10.100.5.167/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","14492038","2436669","12055369","121","600","-72","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 22:48:40"
"Samsung","Unknown","10.110.3.32/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","15570445","1920465","13649980","36","260","-65","28","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.7.29/::","00:7C:2D:26:93:57","EHC-15","C8:03:F5:33:9D:50","478304","324734","153570","203","96","-81","14","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:26:45"
"Samsung","Unknown","10.100.2.128/::","00:7C:2D:26:93:AA","EHC-15","20:58:69:0C:98:30","3415903","2999561","416342","167","23","-83","15","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 04:55:58"
"Samsung","Unknown","10.60.6.90/::","00:7C:2D:26:93:B6","EHC-15","C8:03:F5:14:C6:60","424845515","21037223","403808292","533","10231","-65","30","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:26:28"
"Samsung","Unknown","10.60.2.107/::","00:7C:2D:26:93:C5","EHC-15","C8:03:F5:14:D3:A0","12479719648","481711997","11998007651","10276","255952","-65","32","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 13:49:22"
"Samsung","Unknown","10.60.5.127/::","00:7C:2D:26:93:FE","EHC-15","C8:03:F5:14:D3:A0","56272944","5290257","50982687","1102","10621","-67","30","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:52:52"
"Samsung","Unknown","10.30.1.252/::","00:7C:2D:26:94:14","EHC-15","20:58:69:0C:72:D0","137670369","5567301","132103068","6723","159544","-75","20","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:33:38"
"Samsung","Unknown","10.30.3.119/::","00:7C:2D:26:94:40","EHC-15","20:58:69:0C:B0:F0","8494001061","336734477","8157266584","28852","698934","-74","21","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:19:35"
"Samsung","Unknown","10.40.3.204/::","00:7C:2D:38:32:C2","EHC-15","84:23:88:1E:4C:D0","54751515","6402299","48349216","19821","149687","-67","24","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 06:41:49"
"Samsung","Unknown","10.110.5.140/::","00:7C:2D:38:33:A9","EHC-15","B4:79:C8:15:7D:10","8435946","952136","7483810","500","3932","-59","38","g/n","110","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:21:02"
"Samsung","Unknown","10.110.4.106/::","00:7C:2D:38:34:30","EHC-15","B4:79:C8:10:D6:00","39071731686","922462039","38149269647","52878","2186831","-65","29","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/29 21:29:46"
"Samsung","Unknown","10.30.2.152/::","00:7C:2D:38:34:86","EHC-15","C8:03:F5:33:C0:C0","5659515","627272","5032243","164","1323","-70","25","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 02:04:03"
"Samsung","Unknown","10.90.2.243/::","00:7C:2D:38:34:E3","EHC-15","B4:79:C8:10:F0:70","307101021","11937037","295163984","119370","2951639","-79","17","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:11:40"
"Samsung","Unknown","10.60.5.49/::","00:7C:2D:AF:84:77","EHC-15","C8:03:F5:14:C4:D0","392977980","20833005","372144975","3332","59533","-83","13","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:58:29"
"Samsung","Unknown","10.90.6.153/::","00:7C:2D:AF:84:B2","EHC-15","8C:FE:74:04:2D:40","89037","55339","33698","316","192","-72","23","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:53:18"
"Samsung","Unknown","10.90.6.176/::","00:7C:2D:AF:84:D9","EHC-15","B4:79:C8:10:F4:00","1825335886","85304209","1740031677","187481","3824245","-64","33","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:54:40"
"Samsung","Unknown","10.110.2.76/::","00:7C:2D:AF:84:E9","EHC-15","B4:79:C8:10:E5:50","46314046","80325","46233721","1","781","-78","17","g/n","110","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:29:45"
"Samsung","Unknown","10.50.2.143/::","00:7C:2D:AF:85:01","EHC-15","B4:79:C8:10:D2:10","3869989","454747","3415242","64","486","-64","31","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 05:56:48"
"Samsung","Unknown","10.100.1.99/::","00:7C:2D:AF:85:05","EHC-15","20:58:69:0C:98:30","4791850","637876","4153974","410","2671","-72","26","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 04:16:56"
"Samsung","Unknown","10.40.1.67/::","00:7C:2D:AF:85:23","EHC-15","84:23:88:1E:4C:C0","5422938256","64373856","5358564400","5847","486743","-66","27","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 18:26:32"
"Samsung","Unknown","10.100.4.118/::","00:7C:2D:AF:85:43","EHC-15","20:58:69:0C:6D:B0","95669814","508466","95161348","14","2716","-67","29","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 22:09:26"
"Samsung","Unknown","10.60.1.164/::","00:7C:2D:AF:85:A7","EHC-15","20:58:69:0C:6A:10","5292110","4511343","780767","246","42","-70","24","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:06:32"
