"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"HONOR-X9b-5G","Unknown","10.100.3.31/::","02:06:F6:53:CE:02","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 10:57:46"
"Galaxy-S24-Ultra","Unknown","10.100.3.27/::","02:7B:6F:33:A6:57","Reception Hall-Mobile","84:23:88:1E:4E:80","64764","17691","47073","431","1148","-62","28","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:56:51"
"G-20ULTRA","Unknown","10.100.2.154/::","0A:70:66:AF:62:DC","Reception Hall-Mobile","84:23:88:1E:44:C0","325011076","22334337","302676739","13660","185123","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:30:17"
"Joeria-s-S23-Ultra","Unknown","10.100.7.77/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","281967560","53644010","228323550","40032","170390","-76","17","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 07:08:14"
"Galaxy-S24-Ultra","Unknown","10.100.3.13/::","0E:56:BA:02:3C:43","Reception Hall-Mobile","84:23:88:1E:44:C0","51667","14715","36952","79","200","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:55:13"
"A35-alkhas-b-Zahraa","Unknown","10.100.1.227/::","12:ED:5F:13:35:CA","Reception Hall-Mobile","84:23:88:1E:4E:80","81766815","4410536","77356279","1037","18201","-44","46","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:46:45"
"Galaxy-A15","Unknown","10.100.3.35/::","1E:3A:3C:D8:0A:00","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 10:58:38"
"A35-alkhas-b-ahmd","Unknown","10.100.1.230/::","22:0E:45:3E:CB:A1","Reception Hall-Mobile","84:23:88:1E:4E:80","0","0","0","0","0","0","0","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:57:58"
"Infinix-HOT-30i","Unknown","10.100.7.56/::","26:B4:7C:B4:6E:BC","Reception Hall-Mobile","84:23:88:1E:44:C0","41097111","4340293","36756818","767","6499","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:22:55"
"iPhone","Unknown","10.100.1.249/::","26:E9:0E:6D:9B:B9","Reception Hall-Mobile","84:23:88:1E:4E:80","3546252","250498","3295754","6262","82393","-84","6","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:47:23"
"Galaxy-S23-Ultra","Unknown","10.100.3.32/::","32:70:11:F4:05:49","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 10:58:05"
"Galaxy-M13","Unknown","10.100.2.166/::","4A:97:FA:FF:2A:38","Reception Hall-Mobile","84:23:88:1E:44:C0","585627","170522","415105","980","2385","-61","29","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 10:32:29"
