"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.3.78/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","1523320772","622967","1522697805","4","10987","-65","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 17:24:01"
"Samsung","Unknown","10.100.6.159/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","858772483","875741","857896742","10","10593","-66","27","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:27:33"
"Samsung","Unknown","10.100.1.18/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","1517685263","411546","1517273717","2","10463","-45","48","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 17:37:58"
"iPhone-2","Unknown","10.100.1.1/::","14:60:CB:06:24:D1","Reception Hall-TV","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 09:56:31"
"iPhone","Unknown","10.100.0.110/::","52:62:0A:4D:42:37","Reception Hall-TV","84:23:88:1E:4E:80","1961334","259085","1702249","5080","33377","-48","42","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:53:45"
"iPhone","Unknown","10.100.1.92/::","52:80:16:D0:07:D2","Reception Hall-TV","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 09:56:36"
"Galaxy-A14","Unknown","10.100.1.105/::","5E:13:FB:F5:06:8D","Reception Hall-TV","84:23:88:1E:44:C0","638085","192131","445954","122","283","-64","26","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:28:24"
"","Unknown","10.100.0.236/::","5E:A6:C1:DB:4C:2F","Reception Hall-TV","84:23:88:1E:4E:80","2480968","41474","2439494","107","6303","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:48:09"
"Galaxy-S24-Ultra","Unknown","10.100.1.247/::","6A:FC:73:83:F3:5C","Reception Hall-TV","84:23:88:1E:44:C0","728648","45867","682781","764","11379","-62","28","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:53:33"
"","Unknown","10.100.2.1/::","72:F1:52:C7:B1:C7","Reception Hall-TV","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 09:56:12"
"SUFAIL-ASHARAF","Unknown","10.100.0.109/::","78:A7:C7:B2:74:B8","Reception Hall-TV","84:23:88:1E:44:C0","670390","153558","516832","1089","3665","-68","22","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:50:58"
"Galaxy-A31","Unknown","10.100.1.86/::","7A:E6:2D:59:EE:7A","Reception Hall-TV","84:23:88:1E:44:C0","96210419","5467605","90742814","3301","54796","-64","26","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:26:40"
"","Unknown","10.100.6.44/::","86:54:52:73:30:00","Reception Hall-TV","84:23:88:1E:44:C0","2098121","5248","2092873","15","6014","-70","23","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:48:50"
"S24-Ultra-alkhas-b-reem","Unknown","10.100.0.226/::","AA:FC:26:A7:94:B6","Reception Hall-TV","84:23:88:1E:4E:80","305447797","12432555","293015242","3948","93050","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:02:06"
"S22-alkhas-b-hsn","Unknown","10.100.0.191/::","C6:F0:64:8C:45:23","Reception Hall-TV","84:23:88:1E:44:C0","50728","17576","33152","399","753","-75","15","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 09:53:53"
