"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.60.4.229/::","00:01:12:75:5B:A1","EHC-15","B4:79:C8:10:EE:40","11294902","977631","10317271","269","2849","-72","24","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 07:49:56"
"","Unknown","10.100.5.5/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7A:40","253648408","16162264","237486144","1105","16246","-76","20","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 04:25:58"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","1862504","178634","1683870","1159","10934","-77","23","a/n","60","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:32:18"
"Redmi-10A","Unknown","10.40.7.52/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","104074326","4430950","99643376","200","4514","-71","22","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 02:42:13"
"","Android","10.40.5.234/::","00:08:22:7A:BC:FB","EHC-15","C8:03:F5:33:AC:E0","39145496","4094547","35050949","143","1231","-80","16","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 00:57:34"
"P30-ROW","Unknown","10.50.2.208/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","859644","227896","631748","1415","3923","-71","17","a/n/ac","50","140","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:48:07"
"","Unknown","10.20.1.77/::","00:08:22:EE:D2:1B","EHC-15","C8:03:F5:33:AC:B0","156426309","5578960","150847349","808","21855","-81","14","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 06:49:41"
"V2111","Unknown","10.70.4.245/::","00:08:3F:61:09:E9","EHC-15","20:58:69:0C:A9:D0","589413","236","589177","0","844","-92","6","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:43:26"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","131662690","9729441","121933249","730","9149","-73","22","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:49:37"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","13282056","2697145","10584911","405","1591","-75","21","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","43000267","2436833","40563434","112","1879","-78","19","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 02:48:00"
"","Unknown","10.30.4.242/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","28646388","1098710","27547678","232","5825","-81","13","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 07:31:20"
"android-f6c6a41806853f2a","Unknown","10.60.4.23/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","17218313","252486","16965827","107","7210","-75","22","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 08:10:57"
"","Unknown","10.60.0.33/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","252511210","14121219","238389991","7420","125270","-77","20","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 03:38:35"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","","","","","","","","N/A","90","","N/A","Standard+Open","AUTHORIZED","","2025/07/07 08:51:32"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","25972604","1513467","24459137","40","653","-91","16","a/n","50","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:50"
