"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","293094094","13477269","279616825","4300","89220","-66","30","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:18:27"
"","Unidentified Router or AP","10.90.2.55/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","1428","772","656","0","0","-75","22","N/A","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:55:45"
"","Unidentified Router or AP","10.90.2.87/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","66534","1293","65241","80","4077","-70","24","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:56:53"
"Samsung","Unknown","10.60.6.96/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:DB:10","2487003","242826","2244177","33","306","-74","22","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:53:14"
"Samsung","Unknown","10.40.2.140/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","563131263","13638425","549492838","3573","143959","-62","30","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:52:36"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D5:30","85193728","3127767","82065961","3546","93045","-87","10","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:08:21"
"Samsung","Unknown","10.100.5.200/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","10109020","1249311","8859709","2113","14991","-71","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:21:38"
"Samsung","Unknown","10.20.1.224/::","00:7C:2D:37:27:0F","EHC TV","B4:79:C8:11:06:40","825563","53372","772191","139","2016","-85","12","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:56:20"
"Samsung","Unknown","10.20.1.178/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","29095443","2043525","27051918","179","2379","-67","30","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/30 06:01:40"
"Samsung","Unknown","10.20.1.140/::","00:C3:F4:7E:09:AE","EHC TV","8C:FE:74:00:D5:F0","2785426","294235","2491191","98","830","-66","30","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 17:59:59"
"Samsung","Unknown","10.50.1.142/::","00:C3:F4:7E:0A:11","EHC TV","B4:79:C8:15:4D:20","69378238","666588","68711650","98","10140","-73","23","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:59:57"
"Samsung","Unknown","10.30.7.175/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","9951353","1157069","8794284","730","5555","-78","16","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:27:46"
"Samsung","Unknown","10.100.6.177/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","45966320","2699454","43266866","2670","42796","-73","25","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:14:53"
"Samsung","Unknown","10.30.1.63/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","107103150","5463053","101640097","4617","85917","-80","15","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:11:07"
"Samsung","Unknown","10.30.7.184/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","10181525","271205","9910320","218","7979","-72","23","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:34:59"
"Samsung","Unknown","10.100.1.141/::","00:C3:F4:7E:0B:3B","EHC TV","20:58:69:0C:86:C0","25308573","2606377","22702196","2186","19045","-72","22","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 17:43:36"
"Samsung","Unknown","10.60.5.170/::","00:C3:F4:7E:0B:77","EHC TV","C8:03:F5:33:AA:30","473607471","22509064","451098407","90397","1811640","-77","18","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:00:29"
"Samsung","Unknown","10.100.3.212/::","00:C3:F4:86:2D:62","EHC TV","20:58:69:0C:6E:70","55841753","2928869","52912884","1692","30585","-71","25","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:26:41"
"Samsung","Unknown","10.30.3.49/::","00:C3:F4:86:2E:1D","EHC TV","C8:03:F5:33:AC:20","93971476","3807670","90163806","13313","315258","-78","16","N/A","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:36:50"
"Samsung","Unknown","10.30.5.168/::","00:C3:F4:86:2E:6E","EHC TV","C8:03:F5:33:A9:D0","746646790","29852212","716794578","24035","577129","-76","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:33:30"
"Samsung","Unknown","10.90.6.73/::","00:C3:F4:86:2E:81","EHC TV","B4:79:C8:10:E4:A0","188385613","5437889","182947724","4064","136732","-70","25","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:23:01"
