"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.100.2.59/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7C:80","108412","45543","62869","276","381","-88","8","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:51:44"
"android-1d55c29787da2ad8","Unknown","10.60.7.252/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","18418685","152184","18266501","64","7704","-85","12","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:11:07"
"Redmi-10A","Unknown","10.40.5.36/::","00:08:22:34:66:FE","EHC-15","84:23:88:1E:4B:E0","783568908","34612284","748956624","4078","88247","-77","16","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:31:40"
"P30-ROW","Unknown","10.50.6.101/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","173436181","8248454","165187727","2186","43781","-61","31","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:50:31"
"","Unknown","10.60.1.247/::","00:08:22:C2:1D:51","EHC-15","20:58:69:0C:81:B0","7165250","1097392","6067858","15677","86683","-71","27","N/A","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:53:17"
"android-1e244fd33b57ed2b","Unknown","10.100.2.81/::","00:08:22:D6:DD:FB","EHC-15","20:58:69:0C:86:B0","705726","212894","492832","28","66","-72","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:49:05"
"","Android","10.40.0.179/::","00:08:22:FC:BC:FB","EHC-15","C8:03:F5:33:AC:E0","43612498","2236380","41376118","4698","86924","-93","7","a/n","40","60","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:43:52"
"V2111","Unknown","10.70.5.184/::","00:08:3F:61:09:E9","EHC-15","8C:FE:74:04:34:60","53150826","4120287","49030539","9786","116462","-75","21","g/n","70","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:47:43"
"","Unidentified Router or AP","10.90.2.147/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","114242","41709","72533","115","200","-70","27","N/A","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:46:44"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","50417068","2977245","47439823","290","4621","-86","14","a/n","30","48","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:02:55"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:0C:73:50","51971","28384","23587","1013","842","-83","17","N/A","60","40","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:53:36"
"","Unknown","10.30.6.246/::","00:16:88:21:61:5C","EHC-15","20:58:69:0C:72:D0","101154778","5086370","96068408","704","13309","-76","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:52:29"
"","Unknown","10.30.4.38/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","595647280","39896126","555751154","384","5356","-74","18","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 11:04:08"
"","Unknown","10.80.2.139/::","00:16:88:23:18:7F","EHC-15","20:58:69:0C:A2:10","171139854","3960881","167178973","92","3919","-85","9","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:01:59"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:AE:A0","20416826","2172106","18244720","9243","77637","-88","8","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:34:22"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","41399730","619844","40779886","67","4447","-86","14","a/n","90","100","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:21:25"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","7714758","2637492","5077266","212","408","-76","19","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 23:21:36"
"","Unknown","10.40.6.193/::","00:16:88:25:B5:5C","EHC-15","84:23:88:1E:45:D0","5357453","1155768","4201685","847","3080","-61","29","a/n","40","40","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:30:19"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","2341842","728170","1613672","157","349","-73","19","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:08:18"
"","Unknown","10.60.6.210/::","00:16:88:26:4B:88","EHC-15","84:23:88:1E:4B:60","135445","457","134988","5","1551","-84","10","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 11:43:07"
