"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.100.2.59/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7C:80","177261005","19254508","158006497","2253","18491","-80","16","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:32:42"
"android-1d55c29787da2ad8","Unknown","10.60.4.245/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","14650050","2329659","12320391","1294","6844","-84","11","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:41:15"
"Redmi-10A","Unknown","10.40.5.36/::","00:08:22:34:66:FE","EHC-15","84:23:88:1E:4B:E0","547397749","22727152","524670597","1623","37481","-74","20","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 17:02:49"
"","Unknown","10.60.1.182/::","00:08:22:8A:A8:BD","EHC-15","20:58:69:0C:81:B0","","","","","","","","N/A","60","","N/A","Standard+Open","AUTHORIZED","","2025/07/04 20:56:05"
"","Unidentified Router or AP","10.90.2.147/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","203943607","52698581","151245026","49159","141086","-67","30","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:31:47"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","71801998","6939776","64862222","243","2280","-89","12","a/n","30","48","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:02:55"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","499820","100153","399667","134","536","-91","9","a/n","60","40","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:04:00"
"","Unknown","10.30.6.97/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","15548613","1217901","14330712","256","3020","-78","15","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:25:16"
"","Unknown","10.80.2.139/::","00:16:88:23:18:7F","EHC-15","20:58:69:0C:B1:50","1389784","4588","1385196","9","2959","-79","15","g/n","80","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:35:02"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:AE:A0","84907034","2402848","82504186","5846","200740","-89","7","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:50:14"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","1363500","365606","997894","48","133","-70","23","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:52:37"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","18705009","833568","17871441","114","2454","-85","22","a/n","50","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:53:08"
"","Unknown","10.40.6.193/::","00:16:88:25:B5:5C","EHC-15","84:23:88:1E:45:D0","242957031","7528513","235428518","925","28943","-73","18","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:40:31"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","3185636","1116514","2069122","48","90","-75","18","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:08:18"
"","Unknown","10.60.6.210/::","00:16:88:26:4B:88","EHC-15","20:58:69:2E:CB:20","","","","","","","","N/A","60","","N/A","Standard+Open","AUTHORIZED","","2025/07/04 20:55:33"
"","Unknown","10.50.0.117/::","00:16:88:27:C9:DA","EHC-15","C8:03:F5:33:EA:E0","16077","5683","10394","6","11","-62","34","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:40:12"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","42208","21595","20613","15","14","-75","22","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:32:17"
"android-e0a820abd63d1bb7","Unknown","10.30.2.130/::","00:16:88:2D:E6:65","EHC-15","70:CA:97:25:AD:80","6601697","2028443","4573254","124","281","-72","24","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 16:24:09"
"","Android","10.90.2.195/::","00:16:88:30:0A:8F","EHC-15","8C:FE:74:04:4D:30","","","","","","","","N/A","90","","N/A","Standard+Open","AUTHORIZED","","2025/07/04 20:46:51"
"android-97e3e80e236ec613","Unknown","10.100.3.83/::","00:16:88:30:72:B5","EHC-15","20:58:69:0C:A4:80","41917092","2032679","39884413","86","1698","-66","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 02:10:45"
"Samsung","Unknown","10.30.4.235/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:E5:D0","599926","45628","554298","418","5085","-85","10","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:44:42"
"Samsung","Unknown","10.60.1.106/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:C3:A0","2715727","250448","2465279","438","4317","-84","12","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 00:44:55"
"Samsung","Unknown","10.100.1.23/::","00:7C:2D:26:92:E3","EHC-15","20:58:69:0C:86:C0","1418185","197619","1220566","89","552","-74","20","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:19:59"
"Samsung","Unknown","10.100.0.183/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","70523643","4371928","66151715","1436","21738","-74","21","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:01:53"
"Samsung","Unknown","10.110.7.50/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","7458151","693848","6764303","12","124","-65","27","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.7.29/::","00:7C:2D:26:93:57","EHC-15","C8:03:F5:33:9D:50","683982","257195","426787","1049","1741","-72","24","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:45:07"
"Samsung","Unknown","10.20.1.211/::","00:7C:2D:26:93:5D","EHC-15","20:58:69:0C:77:30","324286134","14249429","310036705","3907","85011","-72","24","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:54:59"
"Samsung","Unknown","10.100.2.128/::","00:7C:2D:26:93:AA","EHC-15","20:58:69:0C:7B:C0","46350041","2574533","43775508","1846","31402","-84","11","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:32:41"
"Samsung","Unknown","10.60.3.255/::","00:7C:2D:26:93:B6","EHC-15","C8:03:F5:14:C6:60","416473996","19734103","396739893","1517","30513","-62","34","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:26:28"
"Samsung","Unknown","10.90.2.245/::","00:7C:2D:26:93:C0","EHC-15","B4:79:C8:10:F0:70","44007564","1175699","42831865","615","22436","-65","32","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:17:16"
"Samsung","Unknown","10.60.1.237/::","00:7C:2D:26:93:C5","EHC-15","C8:03:F5:14:D3:A0","5727224930","218731597","5508493333","104556","2633123","-61","36","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:16:18"
"Samsung","Unknown","10.90.7.78/::","00:7C:2D:26:93:ED","EHC-15","B4:79:C8:10:E0:E0","209329","112718","96611","323","277","-75","23","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:51:41"
"Samsung","Unknown","10.60.2.150/::","00:7C:2D:26:93:FE","EHC-15","54:EC:2F:07:62:10","1212645397","44762673","1167882724","5673","148020","-90","9","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:46:56"
"Samsung","Unknown","10.30.4.132/::","00:7C:2D:26:94:14","EHC-15","20:58:69:0C:72:D0","4539704","445382","4094322","38","355","-70","25","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:43:40"
"Samsung","Unknown","10.30.7.179/::","00:7C:2D:26:94:40","EHC-15","20:58:69:0C:B0:F0","13263765","1521301","11742464","2418","18668","-67","29","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 17:56:44"
"Samsung","Unknown","10.40.2.30/::","00:7C:2D:38:32:C2","EHC-15","84:23:88:1E:4C:D0","356226062","9041917","347184145","1109","42604","-64","27","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:41:17"
"Samsung","Unknown","10.110.1.116/::","00:7C:2D:38:33:A9","EHC-15","B4:79:C8:15:7D:10","19278940279","668992950","18609947329","4945","137578","-57","39","g/n","110","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/24 20:28:35"
"Samsung","Unknown","10.110.3.86/::","00:7C:2D:38:34:30","EHC-15","B4:79:C8:10:D6:00","39065450004","921620556","38143829448","218860","9058140","-64","31","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/29 21:29:46"
"Samsung","Unknown","10.30.6.222/::","00:7C:2D:38:34:86","EHC-15","C8:03:F5:33:A9:D0","138662629","8019985","130642644","1993","32465","-78","17","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:50:32"
"Samsung","Unknown","10.90.3.196/::","00:7C:2D:38:34:E3","EHC-15","B4:79:C8:10:F0:70","20910619","293087","20617532","54","3859","-76","21","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:27:52"
"Samsung","Unknown","10.60.2.231/::","00:7C:2D:AF:84:77","EHC-15","C8:03:F5:14:C6:30","422095","284799","137296","209","101","-78","18","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:32:46"
"Samsung","Unknown","10.90.6.153/::","00:7C:2D:AF:84:B2","EHC-15","B4:79:C8:10:F0:70","2642","1200","1442","0","0","-70","27","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:44:29"
"Samsung","Unknown","10.90.3.95/::","00:7C:2D:AF:84:D9","EHC-15","B4:79:C8:10:F4:00","402712154","24607686","378104468","15906","244411","-69","29","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 18:27:21"
"Samsung","Unknown","10.110.2.80/::","00:7C:2D:AF:84:E9","EHC-15","B4:79:C8:10:E5:50","11929424","66486","11862938","5","962","-77","18","g/n","110","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:27:24"
"Samsung","Unknown","10.50.6.57/::","00:7C:2D:AF:85:01","EHC-15","B4:79:C8:10:D2:10","34290313390","1343878222","32946435168","26294","644643","-62","32","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/28 19:34:40"
"Samsung","Unknown","10.100.7.204/::","00:7C:2D:AF:85:05","EHC-15","20:58:69:0C:98:30","79832843","4045154","75787689","5820","109047","-77","21","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:48:41"
"Samsung","Unknown","10.90.7.46/::","00:7C:2D:AF:85:15","EHC-15","B4:79:C8:10:DF:10","314191077","15232590","298958487","152325","2989584","-74","20","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 19:36:18"
"Samsung","Unknown","10.40.6.42/::","00:7C:2D:AF:85:23","EHC-15","84:23:88:1E:4C:C0","2887568209","54974596","2832593613","2421","124789","-70","23","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:37:55"
"Samsung","Unknown","10.100.3.26/::","00:7C:2D:AF:85:43","EHC-15","20:58:69:0C:6D:B0","1248809593","44810169","1203999424","643","17303","-64","32","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 20:15:18"
"Samsung","Unknown","10.60.0.43/::","00:7C:2D:AF:85:A7","EHC-15","20:58:69:0C:6A:10","58317197","5334614","52982583","3334","33114","-71","23","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 16:05:03"
"Samsung","Unknown","10.60.6.70/::","00:7C:2D:AF:85:B6","EHC-15","C8:03:F5:14:C3:A0","9902670963","398247141","9504423822","117720","2809466","-55","41","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 00:02:27"
"android-b3d05e5db9e806ca","Unknown","10.40.0.4/::","00:88:59:29:24:74","EHC-15","84:23:88:1E:4D:F0","390914","38388","352526","661","6078","-65","29","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 20:55:34"
"Galaxy-J7-Prime2","Android","10.60.6.209/::","00:B5:D0:C1:98:DD","EHC-15","84:23:88:1E:4A:C0","2771642273","153421269","2618221004","919","15686","-55","37","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/02 22:35:44"
