"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","556837120","24283461","532553659","4921","107935","-64","31","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 12:51:09"
"","Unidentified Router or AP","10.90.2.55/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:E4:A0","3503744","1638","3502106","2","4644","-74","21","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 16:28:44"
"","Unidentified Router or AP","10.90.2.87/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","27580503","600810","26979693","220","9882","-71","24","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:25:18"
"Samsung","Unknown","10.60.1.231/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","32706645","303339","32403306","91","9765","-75","19","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:40:09"
"Samsung","Unknown","10.40.2.140/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","2513789975","60797392","2452992583","3085","124485","-63","28","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:34:08"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D5:30","24798527","951424","23847103","2007","50310","-87","10","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 16:16:55"
"Samsung","Unknown","10.90.7.223/::","00:7C:2D:26:93:3C","EHC TV","B4:79:C8:10:E3:B0","17863607","253143","17610464","100","6982","-79","16","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:54:04"
"Samsung","Unknown","10.90.6.203/::","00:7C:2D:26:93:FA","EHC TV","B4:79:C8:10:D5:20","92583134","242681","92340453","26","9905","-61","34","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 11:58:05"
"Samsung","Unknown","10.100.5.200/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","2738840","2040003","698837","216","74","-71","22","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:30:27"
"Samsung","Unknown","10.20.1.178/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","2884977","232610","2652367","195","2225","-72","24","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 16:15:44"
"Samsung","Unknown","10.90.0.65/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:E0:B0","14748094","263156","14484938","1277","70315","-63","33","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 15:58:22"
"Samsung","Unknown","10.100.0.95/::","00:C3:F4:7E:09:C1","EHC TV","20:58:69:0C:7C:80","2766607","129167","2637440","1556","31776","-81","14","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 16:31:09"
