"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"android-1d55c29787da2ad8","Unknown","10.60.7.252/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","7942470","342253","7600217","7605","168893","-91","9","a/n","60","104","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 09:03:56"
"Redmi-10A","Unknown","10.40.6.77/::","00:08:22:34:66:FE","EHC-15","84:23:88:1E:4B:E0","1155024849","38059255","1116965594","2620","76915","-72","22","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 05:02:26"
"","Unknown","10.60.6.188/::","00:08:22:6A:8E:33","EHC-15","20:58:69:0C:81:B0","213225","122218","91007","30","23","-77","20","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 05:33:33"
"android-41e730715843ce35","Android","10.30.5.132/::","00:08:22:70:F8:FB","EHC-15","84:23:88:1E:4C:20","33404378","9401280","24003098","2651","6770","-65","26","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 07:59:41"
"P30-ROW","Unknown","10.50.6.101/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","31315772","1100317","30215455","1250","34335","-68","24","N/A","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 09:06:34"
"","Unknown","10.90.1.11/::","00:08:22:9C:39:51","EHC-15","B4:79:C8:10:DD:A0","3515535","1373840","2141695","35","55","-76","19","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:42:51"
"","Android","10.40.0.179/::","00:08:22:FC:BC:FB","EHC-15","C8:03:F5:33:AC:E0","163024464","6954413","156070051","4129","92678","-83","13","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:38:47"
"V2111","Unknown","10.70.3.62/::","00:08:3F:61:09:E9","EHC-15","B4:79:C8:10:F0:40","392809","160246","232563","2427","3523","-53","43","g/n","70","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 09:05:38"
"","Unidentified Router or AP","10.90.2.147/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E4:A0","979367","2228","977139","1","823","-63","31","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:40:30"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","48802205","4391041","44411164","278","2813","-73","22","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:42:53"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","112045914","4555930","107489984","264","6251","-76","20","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:18:13"
"","Unknown","10.30.6.246/::","00:16:88:21:61:5C","EHC-15","20:58:69:0C:72:D0","93293588","5533076","87760512","406","6445","-79","16","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:18:35"
"","Unknown","10.30.4.38/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","482782491","33787416","448995075","426","5663","-79","13","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 11:04:08"
"","Unknown","10.80.2.139/::","00:16:88:23:18:7F","EHC-15","20:58:69:0C:A2:10","40882723","676879","40205844","37","2212","-87","7","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:01:59"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:AE:A0","35680064","2345513","33334551","273","3881","-83","13","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 06:42:01"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","23761196","668785","23092411","32","1107","-71","23","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 01:00:29"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","3332469","1119916","2212553","32","63","-70","24","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 23:21:36"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","23864845","3492315","20372530","513","2996","-79","22","a/n","30","108","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:19:16"
"android-979d10d82790b32d","Unknown","10.60.2.20/::","00:16:88:26:E2:C0","EHC-15","20:58:69:0C:81:B0","35814776","955407","34859369","79","2892","-80","17","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 05:45:10"
"","Unknown","10.40.2.224/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:46:30","42929226","337341","42591885","23","2910","-73","20","g/n","40","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 05:01:15"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","73404281","7425758","65978523","56","501","-69","28","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/02 20:31:10"
"android-260e454dfd6a744a","Unknown","10.60.3.235/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D3:A0","2219796","599746","1620050","23","62","-83","14","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 01:50:25"
"android-97e3e80e236ec613","Unknown","10.100.3.83/::","00:16:88:30:72:B5","EHC-15","20:58:69:0C:A4:80","3359158","464773","2894385","18","117","-75","19","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 02:10:45"
"Samsung","Unknown","10.30.4.235/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","1813542","240823","1572719","201","1312","-78","17","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:46:52"
"Samsung","Unknown","10.60.0.34/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","990425988","40910270","949515718","3107","72113","-76","20","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 00:44:55"
"Samsung","Unknown","10.100.6.196/::","00:7C:2D:26:92:E3","EHC-15","20:58:69:0C:8D:C0","5729398","468450","5260948","20367","228736","-60","35","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:36:50"
