"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.100.2.59/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7A:40","2683155","529352","2153803","164","669","-72","25","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:53:08"
"","Unknown","10.60.0.99/::","00:08:22:1D:1B:51","EHC-15","20:58:69:0C:81:B0","208025","149767","58258","985","383","-62","35","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:42:35"
"android-1d55c29787da2ad8","Unknown","10.60.7.252/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","587913","289713","298200","287","295","-84","12","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:29:46"
"Redmi-10A","Unknown","10.40.5.36/::","00:08:22:34:66:FE","EHC-15","84:23:88:1E:4B:E0","433147583","17898912","415248671","3953","91727","-79","14","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:31:40"
"P30-ROW","Unknown","10.50.6.101/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","1478952","181493","1297459","312","2233","-73","16","a/n/ac","50","140","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:34:43"
"","Unknown","10.90.1.11/::","00:08:22:9C:39:51","EHC-15","B4:79:C8:10:DD:A0","491101","223050","268051","59","71","-80","15","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:40:44"
"android-1e244fd33b57ed2b","Unknown","10.100.2.81/::","00:08:22:D6:DD:FB","EHC-15","20:58:69:0C:86:B0","554333","134136","420197","38","120","-74","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:47:41"
"","Android","10.40.0.179/::","00:08:22:FC:BC:FB","EHC-15","C8:03:F5:33:AC:E0","4964530","247300","4717230","88","1686","-72","28","a/n","40","60","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:38:47"
"V2111","Unknown","10.70.5.184/::","00:08:3F:61:09:E9","EHC-15","B4:79:C8:10:DD:80","1372939","346485","1026454","740","2193","-70","27","g/n","70","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:37:43"
"","Unidentified Router or AP","10.90.2.147/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","243721830","18317772","225404058","9284","114244","-69","28","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:13:06"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","28913216","1295829","27617387","211","4509","-82","19","a/n","30","48","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:02:55"
"","Unknown","10.60.7.94/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","115770623","5749100","110021523","152","2917","-75","22","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:18:13"
"","Unknown","10.30.6.246/::","00:16:88:21:61:5C","EHC-15","20:58:69:0C:72:D0","8022800","1020188","7002612","313","2149","-74","21","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:52:29"
"","Unknown","10.30.4.38/::","00:16:88:21:B3:43","EHC-15","C8:03:F5:39:DE:90","582900093","38979210","543920883","391","5460","-73","19","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 11:04:08"
"","Unknown","10.80.2.139/::","00:16:88:23:18:7F","EHC-15","20:58:69:0C:A2:10","160404761","3572845","156831916","92","4053","-84","10","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:01:59"
"","Unknown","10.60.3.43/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","35285232","2726236","32558996","9949","118828","-71","24","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:37:30"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","19657284","412515","19244769","82","3825","-88","12","a/n","90","100","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:21:25"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","7005509","2396882","4608627","283","544","-65","29","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 23:21:36"
"","Unknown","10.30.7.215/::","00:16:88:25:BB:AB","EHC-15","C8:03:F5:39:DE:90","1907438","495732","1411706","1048","2984","-78","14","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:08:18"
"","Unknown","10.60.6.210/::","00:16:88:26:4B:88","EHC-15","20:58:69:2E:CB:20","838539","296828","541711","27","50","-72","25","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 11:43:07"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","80645752","8510187","72135565","55","474","-68","29","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/02 20:31:10"
"android-260e454dfd6a744a","Unknown","10.60.3.235/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D3:A0","3600417","991536","2608881","21","56","-79","18","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 01:50:25"
"","Android","10.100.0.70/::","00:16:88:30:09:2E","EHC-15","20:58:69:0C:8D:C0","107684314","2953126","104731188","9557","338935","-74","26","a/n","100","48","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:40:31"
"","Android","10.90.6.243/::","00:16:88:30:0A:8F","EHC-15","B4:79:C8:10:D2:D0","522922","181375","341547","4650","8757","-74","32","a/n","90","48","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:44:18"
"android-97e3e80e236ec613","Unknown","10.100.3.83/::","00:16:88:30:72:B5","EHC-15","20:58:69:0C:A4:80","36569273","1413558","35155715","1055","26255","-70","25","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 02:10:45"
"","Unknown","10.40.4.224/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","14294656","1187422","13107234","16724","184608","-40","49","a/n","40","128","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:45:05"
"Samsung","Unknown","10.60.7.152/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","1631499259","69345893","1562153366","18253","411201","-79","18","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 00:44:55"
"Samsung","Unknown","10.100.1.19/::","00:7C:2D:26:92:E3","EHC-15","20:58:69:0C:86:C0","5672848","392521","5280327","57","774","-74","19","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 12:51:09"
"Samsung","Unknown","10.100.0.101/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","163847","54070","109777","0","1","-73","21","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:33:36"
"Samsung","Unknown","10.110.7.50/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","7457461","693551","6763910","21","209","-64","29","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.2.69/::","00:7C:2D:26:93:57","EHC-15","C8:03:F5:33:9D:50","26264661","1354964","24909697","5313","97685","-74","21","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:41:29"
"Samsung","Unknown","10.20.1.211/::","00:7C:2D:26:93:5D","EHC-15","20:58:69:0C:77:30","122071415","4866733","117204682","4272","102901","-71","24","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:22:38"
"Samsung","Unknown","10.100.2.128/::","00:7C:2D:26:93:AA","EHC-15","20:58:69:0C:98:30","255614330","12778540","242835790","28845","548162","-77","21","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:15:01"
