"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.1.48/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","54624275","2501860","52122415","510","10643","-65","30","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 12:51:09"
"","Unidentified Router or AP","10.90.2.55/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","0","0","0","0","0","0","0","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:45:59"
"","Unidentified Router or AP","10.90.2.87/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","1000415","3565","996850","15","4315","-79","15","N/A","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:39:33"
"Samsung","Unknown","10.60.7.10/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","1547923393","53920641","1494002752","11318","313602","-77","18","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 05:09:10"
"Samsung","Unknown","10.40.2.140/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","1710468746","43234406","1667234340","3314","127806","-69","23","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 08:34:08"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D4:A0","107243468","4990506","102252962","262658","5381734","-70","25","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:59:47"
"Samsung","Unknown","10.90.6.125/::","00:7C:2D:26:93:3C","EHC TV","B4:79:C8:10:E3:B0","27605627","658949","26946678","204","8342","-80","16","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:50:23"
"Samsung","Unknown","10.90.6.203/::","00:7C:2D:26:93:FA","EHC TV","B4:79:C8:10:D5:20","50278333","242582","50035751","85","17605","-62","34","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 11:58:05"
"Samsung","Unknown","10.100.5.200/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","903036","619676","283360","223","102","-76","17","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 13:30:27"
"Samsung","Unknown","10.20.0.239/::","00:7C:2D:37:27:0F","EHC TV","C8:03:F5:33:AC:B0","2111522","229257","1882265","0","0","-69","29","N/A","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:18:41"
"Samsung","Unknown","10.20.1.178/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","81150913","3477690","77673223","7921","176932","-69","28","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:29:37"
"Samsung","Unknown","10.90.7.12/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:D1:30","15993509","395828","15597681","270","10661","-82","14","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:20:28"
"Samsung","Unknown","10.100.0.95/::","00:C3:F4:7E:09:C1","EHC TV","20:58:69:0C:7C:80","39178780","1979709","37199071","5980","112383","-80","17","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:40:07"
"Samsung","Unknown","10.50.2.219/::","00:C3:F4:7E:0A:11","EHC TV","B4:79:C8:15:4D:20","33198296","43789","33154507","1","945","-72","24","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 04:59:57"
"Samsung","Unknown","10.30.1.195/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","10253361","1347284","8906077","942","6232","-75","20","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 11:44:56"
"Samsung","Unknown","10.100.6.177/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","20713130","1015017","19698113","2765","53673","-71","26","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 14:39:35"
"Samsung","Unknown","10.30.3.226/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","143312161","579079","142733082","15","3940","-74","22","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 02:40:54"
"Samsung","Unknown","10.100.1.196/::","00:C3:F4:7E:0B:3B","EHC TV","20:58:69:0C:86:C0","1380303101","60601972","1319701129","13738","299184","-71","22","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 21:28:30"
