"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"HONOR-X9b-5G","Unknown","10.100.5.138/::","02:06:F6:53:CE:02","Reception Hall-Mobile","84:23:88:1E:44:C0","1163983","591341","572642","349","338","-60","30","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 09:43:34"
"Galaxy-M13","Unknown","10.100.6.126/::","02:8D:D8:3C:A9:BB","Reception Hall-Mobile","84:23:88:1E:4E:80","15962","7831","8131","10","10","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:29:24"
"Galaxy-S22-Ultra","Unknown","10.100.7.130/::","06:0D:9F:0A:17:60","Reception Hall-Mobile","84:23:88:1E:4E:80","239215","78677","160538","57","116","-65","25","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:07:43"
"A55-alkhas-b-Yazan","Unknown","10.100.6.236/::","06:11:36:B8:DB:F2","Reception Hall-Mobile","84:23:88:1E:44:C0","914","544","370","5","3","-73","19","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:29:02"
"Redmi-12C","Unknown","10.100.6.247/::","06:46:40:A6:6C:F2","Reception Hall-Mobile","84:23:88:1E:4E:80","59763883","2545740","57218143","3421","76906","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:18:13"
"S23-Ultra-alkhas-b-rhf","Unknown","10.100.7.200/::","06:70:FC:8C:AD:1F","Reception Hall-Mobile","84:23:88:1E:44:C0","141970473","15910178","126060295","22793","180602","-62","30","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:32:21"
"A35-alkhas-b-jbart","Unknown","10.100.6.226/::","0A:44:E3:25:A4:23","Reception Hall-Mobile","84:23:88:1E:4E:80","2003","1063","940","2","1","-81","11","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:56:40"
"Joeria-s-S23-Ultra","Unknown","10.100.3.2/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","65526","23570","41956","45","81","-76","14","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:26:29"
"iPhone","Unknown","10.100.0.54/::","0E:11:AB:34:BE:FA","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/09 11:31:59"
"Muhammed-s-Galaxy-A21s","Unknown","10.100.7.96/::","12:8B:A3:95:F9:B3","Reception Hall-Mobile","84:23:88:1E:44:C0","8316270","1005201","7311069","2143","15588","-89","3","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:32:40"
"iPhone","Unknown","10.100.5.245/::","12:C4:DC:AE:71:58","Reception Hall-Mobile","84:23:88:1E:4E:80","322836","136817","186019","342","466","-61","29","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:25:41"
"A35-alkhas-b-Zahraa","Unknown","10.100.7.211/::","12:ED:5F:13:35:CA","Reception Hall-Mobile","84:23:88:1E:44:C0","29912650","3090295","26822355","5282","45850","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:20:48"
"Galaxy-Tab-A9","Unknown","10.100.0.38/::","16:29:48:EF:1C:D5","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/09 11:30:46"
