"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.90.6.4/::","00:01:12:63:09:A0","EHC-15","B4:79:C8:10:EA:10","26754986","1849882","24905104","45","612","-83","13","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 01:09:30"
"","Unknown","10.80.0.237/::","00:01:12:75:5B:A1","EHC-15","C8:03:F5:38:F5:80","7595326","486987","7108339","187","2733","-67","29","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:44:13"
"","Unknown","10.100.0.131/::","00:07:0D:3A:15:2D","EHC-15","20:58:69:0C:7A:40","528157","185591","342566","148","274","-68","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:06:51"
"android-1d55c29787da2ad8","Unknown","10.60.6.43/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","25768471","1302090","24466381","330","6212","-80","16","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:20:33"
"android-41e730715843ce35","Android","10.30.6.60/::","00:08:22:52:16:A7","EHC-15","84:23:88:1E:4C:20","28430182","13992514","14437668","19542","20164","-70","22","N/A","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:50:24"
"Redmi-10A","Unknown","10.40.1.45/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","821127916","30021172","791106744","591","15588","-68","25","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 22:20:11"
"","Unknown","10.60.7.57/::","00:08:22:71:89:2A","EHC-15","20:58:69:0C:81:B0","554942267","37747771","517194496","9109","124805","-70","27","N/A","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:26:31"
"P30-ROW","Unknown","10.50.0.54/::","00:08:22:97:B1:A3","EHC-15","84:23:88:1E:3F:A0","549912978","21839851","528073127","1512","36570","-70","19","a/n/ac","50","140","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 08:25:43"
"","Android","10.40.1.161/::","00:08:22:B0:BD:FB","EHC-15","C8:03:F5:33:AC:E0","314320250","16946927","297373323","381","6702","-81","16","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 23:32:20"
"V2111","Unknown","10.90.3.115/::","00:08:3F:61:09:E9","EHC-15","20:58:69:0C:7F:50","4804920","643067","4161853","1902","12313","-90","6","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:11:36"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","258465132","16327626","242137506","1031","15301","-74","22","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 08:02:11"
