"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.4.57/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","700653656","669800","699983856","10","10743","-64","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.5.9/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","50295142","391792","49903350","51","6600","-68","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 07:22:10"
"Samsung","Unknown","10.100.7.139/::","00:C3:F4:7E:0A:C5","Reception Hall-TV","84:23:88:1E:44:C0","399430686","146381","399284305","1","5235","-49","43","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 14:19:39"
"Samsung","Unknown","10.100.2.118/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","637435251","662424","636772827","12","12074","-44","48","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 18:49:41"
"Galaxy-A35-5G","Unknown","10.100.0.28/::","02:42:D2:6F:CE:0E","Reception Hall-TV","84:23:88:1E:44:C0","4419","3788","631","39","6","-61","29","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:28:38"
"Galaxy-A05","Unknown","10.100.7.228/::","02:53:0E:2F:38:05","Reception Hall-TV","84:23:88:1E:44:C0","2288822","200156","2088666","489","5106","-46","46","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:23:49"
"Galaxy-M13","Unknown","10.100.6.65/::","06:42:E8:32:92:25","Reception Hall-TV","84:23:88:1E:4E:80","0","0","0","0","0","0","0","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:29:01"
"Galaxy-S23-Ultra","Unknown","10.100.0.17/::","06:EC:3C:65:2C:FE","Reception Hall-TV","84:23:88:1E:44:C0","1072273","616610","455663","3759","2778","-61","31","N/A","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:27:53"
"HONOR-X9c-Smart","Unknown","10.100.6.91/::","0E:A2:FC:20:01:8E","Reception Hall-TV","84:23:88:1E:4E:80","1193936","346132","847804","1491","3654","-78","14","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:21:42"
"Galaxy-S24-Ultra","Unknown","10.100.7.6/::","12:CD:3E:78:5C:4B","Reception Hall-TV","84:23:88:1E:4E:80","116729","61861","54868","283","251","-79","11","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:24:56"
"Galaxy-S24-Ultra","Unknown","10.100.6.80/::","1A:D8:CC:44:02:F5","Reception Hall-TV","84:23:88:1E:4E:80","264617068","13882207","250734861","3221","58188","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:18:48"
