"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.4.57/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","700653656","669800","699983856","9","10207","-65","28","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.5.9/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","50295142","391792","49903350","35","4544","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 07:22:10"
"Samsung","Unknown","10.100.7.139/::","00:C3:F4:7E:0A:C5","Reception Hall-TV","84:23:88:1E:44:C0","400301253","146381","400154872","1","5022","-50","43","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 14:19:39"
"Samsung","Unknown","10.100.2.118/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","637435251","662424","636772827","11","11339","-45","48","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 18:49:41"
"Galaxy-M13","Unknown","10.100.6.65/::","06:42:E8:32:92:25","Reception Hall-TV","84:23:88:1E:4E:80","15348387","1662281","13686106","1580","13009","-67","26","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:29:01"
"","Unknown","10.100.1.69/::","06:7E:26:20:3B:F5","Reception Hall-TV","84:23:88:1E:4E:80","1622376","249763","1372613","5550","30502","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:26:52"
"iPhone","Unknown","10.100.1.149/::","0E:93:15:1A:29:C6","Reception Hall-TV","84:23:88:1E:4E:80","15166973","1603309","13563664","7527","63679","-49","41","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:24:04"
"A34-alkhas-b-ahmd","Unknown","10.100.1.39/::","12:50:00:0E:80:7A","Reception Hall-TV","84:23:88:1E:44:C0","1521788","1074967","446821","856","356","-69","21","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:06:38"
"Galaxy-S24-Ultra","Unknown","10.100.7.6/::","12:CD:3E:78:5C:4B","Reception Hall-TV","84:23:88:1E:4E:80","31049","13145","17904","80","109","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:22:11"
"A15-alkhas-b-btwl","Unknown","10.100.0.199/::","16:6E:4C:90:01:43","Reception Hall-TV","84:23:88:1E:4E:80","63538","24542","38996","69","110","-62","28","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:45:12"
