"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"HONOR-X9b-5G","Unknown","10.100.5.138/::","02:06:F6:53:CE:02","Reception Hall-Mobile","84:23:88:1E:4E:80","164","164","0","23","0","-68","22","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:19:44"
"Galaxy-S24-Ultra","Unknown","10.100.0.234/::","02:58:30:9F:A7:CA","Reception Hall-Mobile","84:23:88:1E:4E:80","24666804","807080","23859724","2217","65548","-58","32","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:49:54"
"Galaxy-S22-Ultra","Unknown","10.100.7.130/::","06:0D:9F:0A:17:60","Reception Hall-Mobile","84:23:88:1E:4E:80","22309746","1798071","20511675","535","6106","-72","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:07:43"
"Joeria-s-S23-Ultra","Unknown","10.100.3.2/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","12813215","2573131","10240084","1098","4370","-73","20","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:22:00"
"iPhone","Unknown","10.100.1.126/::","0E:11:AB:34:BE:FA","Reception Hall-Mobile","84:23:88:1E:44:C0","24507172","1910438","22596734","12015","142117","-67","23","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:24:59"
"Galaxy-S25-Ultra","Unknown","10.100.0.128/::","0E:59:01:29:18:17","Reception Hall-Mobile","84:23:88:1E:4E:80","23421319","3531584","19889735","2329","13119","-86","4","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:38:26"
"Galaxy-A13","Unknown","10.100.1.151/::","12:99:D9:FB:67:4D","Reception Hall-Mobile","84:23:88:1E:4E:80","39393","12828","26565","135","279","-52","38","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:13:44"
"iPhone","Unknown","10.100.1.212/::","12:C9:13:5E:C3:9C","Reception Hall-Mobile","84:23:88:1E:4E:80","10013271","571762","9441509","10995","181567","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 12:27:17"
"A35-alkhas-b-Zahraa","Unknown","10.100.7.211/::","12:ED:5F:13:35:CA","Reception Hall-Mobile","84:23:88:1E:4E:80","23436801","1167967","22268834","359","6847","-75","15","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:33:25"
"Galaxy-Tab-A9","Unknown","10.100.0.38/::","16:29:48:EF:1C:D5","Reception Hall-Mobile","84:23:88:1E:4E:80","18215310","1190368","17024942","379","5430","-62","28","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:35:19"
