"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.3.214/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","131137642","5088601","126049041","887","21994","-68","27","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 08:37:20"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","22823415","1588059","21235356","2553","34140","-75","21","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:18:58"
"","Unidentified Router or AP","10.90.2.21/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","61612381","6819722","54792659","758","6097","-64","30","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 05:16:18"
"Samsung","Unknown","10.60.7.194/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","3371230612","138679015","3232551597","4826","112499","-75","19","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 23:21:56"
"Samsung","Unknown","10.40.7.174/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","305433202","8913369","296519833","4236","140931","-60","32","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:57:10"
"Samsung","Unknown","10.90.3.111/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D4:A0","502680949","28302430","474378519","2342","39256","-69","27","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 02:57:15"
"Samsung","Unknown","10.100.2.75/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","44816387","5215723","39600664","292","2220","-70","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:26:30"
"Samsung","Unknown","10.20.1.36/::","00:7C:2D:37:27:0F","EHC TV","C8:03:F5:33:AC:B0","1355509","220814","1134695","466","2398","-68","28","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 11:18:43"
"Samsung","Unknown","10.20.0.166/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","14982989","424637","14558352","167","5742","-62","34","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 08:47:39"
"Samsung","Unknown","10.100.7.1/::","00:7C:2D:AF:85:04","EHC TV","20:58:69:0C:7A:40","9755940","927304","8828636","363","3462","-67","29","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 04:19:55"
"Samsung","Unknown","10.90.4.115/::","00:7C:2D:AF:85:15","EHC TV","B4:79:C8:10:DF:10","1007394386","42413264","964981122","7205","163945","-74","20","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 03:36:34"
"Samsung","Unknown","10.90.2.110/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:D1:30","19878242","193259","19684983","31","3246","-84","12","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 02:17:23"
"Samsung","Unknown","10.90.3.21/::","00:7C:2D:AF:85:56","EHC TV","B4:79:C8:10:C3:F0","124691269","5965461","118725808","2235","44483","-84","13","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:47:11"
"Samsung","Unknown","10.20.0.65/::","00:C3:F4:7E:09:AE","EHC TV","8C:FE:74:00:D5:F0","483617657","20081635","463536022","9066","209271","-69","27","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 10:25:18"
"Samsung","Unknown","10.100.6.138/::","00:C3:F4:7E:09:C1","EHC TV","20:58:69:0C:7C:80","324893173","13190659","311702514","3419","80793","-75","19","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 04:17:23"
"Samsung","Unknown","10.90.2.228/::","00:C3:F4:7E:09:FD","EHC TV","B4:79:C8:10:D6:F0","29975414","196493","29778921","52","7930","-65","32","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/09 08:25:35"
