"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"iPhone","Unknown","10.100.3.160/::","02:82:12:12:13:70","Reception Hall-Mobile","84:23:88:1E:44:C0","137278","49971","87307","2939","5135","-70","19","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:34:16"
"Julie-s-S24","Unknown","10.100.3.92/::","06:BD:E5:1E:53:1D","Reception Hall-Mobile","84:23:88:1E:4E:80","4578392","2257632","2320760","2822","2900","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:20:10"
"Joeria-s-S23-Ultra","Unknown","10.100.0.117/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","230287","18443","211844","17","195","-78","12","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:23:03"
"Galaxy-S24-Ultra","Unknown","10.100.3.77/::","12:09:17:C3:73:E7","Reception Hall-Mobile","84:23:88:1E:44:C0","62624","25085","37539","68","102","-54","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:27:29"
"Muhammed-s-Galaxy-A21s","Unknown","10.100.3.125/::","12:8B:A3:95:F9:B3","Reception Hall-Mobile","84:23:88:1E:4E:80","5490831","244679","5246152","527","11306","-51","39","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:25:50"
"Galaxy-A15-5G","Unknown","10.100.3.126/::","22:EC:3A:EE:50:BE","Reception Hall-Mobile","84:23:88:1E:4E:80","20668114","9651110","11017004","21026","24002","-60","33","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:25:55"
"iPhone","Unknown","10.100.2.155/::","3E:B5:39:54:9B:77","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 10:33:53"
"Galaxy-S24-Ultra","Unknown","10.100.2.132/::","42:8C:92:C6:C9:5F","Reception Hall-Mobile","84:23:88:1E:4E:80","108154265","7671629","100482636","4930","64577","-49","41","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:06:57"
"S24-Ultra-alkhas-b-byan","Unknown","10.100.2.103/::","4A:5C:6D:EF:7A:28","Reception Hall-Mobile","84:23:88:1E:4E:80","1124200","57460","1066740","284","5280","-53","40","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:36:17"
"Galaxy-A53-5G","Unknown","10.100.3.114/::","4A:C4:4E:99:C5:33","Reception Hall-Mobile","84:23:88:1E:44:C0","4626","506","4120","3","26","-71","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:24:22"
"","Unknown","10.100.3.104/::","62:6B:26:81:31:46","Reception Hall-Mobile","84:23:88:1E:44:C0","551640","4387","547253","6","843","-81","12","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:22:47"
