"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.110.3.105/::","00:01:12:75:5B:A1","EHC-15","1C:3A:60:0A:A4:90","","","","","","","","N/A","110","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 10:24:02"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","11640567","881959","10758608","2534","30915","-89","9","a/n","60","161","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:13:13"
"Redmi-10A","Unknown","10.40.1.45/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","119418196","20267647","99150549","732","3585","-75","19","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:42:15"
"","Unknown","10.60.6.80/::","00:08:22:92:F1:6C","EHC-15","20:58:69:0C:81:B0","20700878","7906843","12794035","6295","10186","-88","9","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 06:46:34"
"android-41e730715843ce35","Android","10.30.3.7/::","00:08:22:E0:0D:6E","EHC-15","84:23:88:1E:4C:20","7073388","1294310","5779078","134","601","-65","27","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:41:51"
"","Unknown","10.20.0.190/::","00:08:22:EE:D2:1B","EHC-15","C8:03:F5:33:AC:B0","4264154","223596","4040558","44","795","-76","19","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 08:58:15"
"","Unknown","10.60.3.33/::","00:08:22:F1:CB:81","EHC-15","20:58:69:0C:81:B0","58939222","3868558","55070664","2572","36616","-85","12","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:52:53"
"V2111","Unknown","10.100.2.99/::","00:08:3F:61:09:E9","EHC-15","20:58:69:0C:7A:40","3756138","408273","3347865","8332","68323","-84","12","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:23:48"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:DE:70","4153662","702153","3451509","1229","6044","-74","21","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:54:51"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","307087604","30738550","276349054","4460","40102","-74","22","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","13847362","1493862","12353500","123","1019","-79","17","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:09:17"
"android-f6c6a41806853f2a","Unknown","10.60.4.24/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","6331680","82047","6249633","84","6409","-73","24","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:35:06"
"","Unknown","10.60.0.33/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","137987156","2736650","135250506","112","5580","-83","13","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 03:37:13"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","1054565","31706","1022859","13","425","-84","15","a/n","90","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:43:09"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","621627600","30895407","590732193","238","4564","-91","15","a/n","50","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:50"
"","Unknown","10.40.2.176/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:46:30","10480369","472533","10007836","151","3209","-66","27","g/n","40","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:31:15"
"","Unknown","10.60.5.39/::","00:16:88:28:1E:1D","EHC-15","54:EC:2F:07:59:F0","180497234","4911440","175585794","2930","104764","-71","24","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 23:50:12"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","12280809","2828035","9452774","73","246","-66","30","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 23:43:28"
"android-fc2edb9c0cace7b0","Unknown","10.100.7.73/::","00:16:88:2C:27:FE","EHC-15","20:58:69:0C:A2:80","2787113","748046","2039067","15","41","-62","33","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 20:39:24"
"","Android","10.100.2.89/::","00:16:88:30:09:2E","EHC-15","20:58:69:0C:86:C0","59076635","1250111","57826524","37","1732","-85","15","a/n","100","56","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:40:14"
"","Unknown","10.40.5.22/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","93569205","9457015","84112190","152","1354","-76","13","a/n","40","128","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:34:57"
"","Unknown","10.100.1.98/::","00:18:0D:39:9E:27","EHC-15","20:58:69:0C:B0:80","295581","157819","137762","21","18","-79","17","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:13:00"
"Samsung","Unknown","10.30.3.176/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","4604641","399171","4205470","60","642","-74","21","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 08:35:07"
"Samsung","Unknown","10.60.4.192/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","766752780","36033886","730718894","1651","33486","-71","26","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 19:39:57"
"Samsung","Unknown","10.20.1.251/::","00:7C:2D:26:92:FB","EHC-15","C8:03:F5:38:7D:C0","7756489","65652","7690837","6","744","-67","26","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:30:40"
"Samsung","Unknown","10.100.2.67/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","6638034","800661","5837373","229","1675","-73","22","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:25:08"
"Samsung","Unknown","10.110.1.48/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","15802713","2013789","13788924","37","255","-62","31","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.0.99/::","00:7C:2D:26:93:57","EHC-15","20:58:69:0C:81:30","13871589","619714","13251875","10159","217243","-80","16","N/A","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:22:37"
"Samsung","Unknown","10.20.1.16/::","00:7C:2D:26:93:5D","EHC-15","20:58:69:0C:77:30","15081587","1376603","13704984","74","745","-61","34","g/n","20","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 03:06:41"
"Samsung","Unknown","10.100.2.128/::","00:7C:2D:26:93:AA","EHC-15","20:58:69:0C:98:30","68520012","3418281","65101731","4727","90043","-80","18","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:55:21"
"Samsung","Unknown","10.60.4.140/::","00:7C:2D:26:93:B6","EHC-15","C8:03:F5:14:C6:60","2187286225","97196018","2090090207","4070","87539","-64","32","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:26:28"
"Samsung","Unknown","10.60.2.225/::","00:7C:2D:26:93:C5","EHC-15","C8:03:F5:14:D3:A0","4230749336","161722424","4069026912","8210","206591","-66","31","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 23:04:04"
"","Unknown","10.90.7.66/::","00:7C:2D:26:93:EA","EHC-15","B4:79:C8:10:D8:80","286780577","17853061","268927516","4430","66731","-59","36","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 19:25:17"
"Samsung","Unknown","10.60.5.186/::","00:7C:2D:26:93:FE","EHC-15","C8:03:F5:14:D3:A0","5767545695","219573307","5547972388","7918","200085","-67","30","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:40:28"
"Samsung","Unknown","10.30.2.41/::","00:7C:2D:26:94:14","EHC-15","20:58:69:0C:72:D0","218834737","8560197","210274540","9314","228807","-74","21","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:39:42"
"Samsung","Unknown","10.30.3.119/::","00:7C:2D:26:94:40","EHC-15","20:58:69:0C:B0:F0","28906541555","1147067746","27759473809","32663","790462","-69","26","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:19:35"
"Samsung","Unknown","10.110.3.50/::","00:7C:2D:38:33:A9","EHC-15","B4:79:C8:15:7D:10","8744396","1058478","7685918","300","2179","-59","38","g/n","110","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:21:02"
"Samsung","Unknown","10.110.1.247/::","00:7C:2D:38:34:30","EHC-15","B4:79:C8:10:D6:00","39071965273","922551855","38149413418","48384","2000808","-66","29","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/29 21:29:46"
"Samsung","Unknown","10.30.4.81/::","00:7C:2D:38:34:86","EHC-15","C8:03:F5:33:C0:C0","13664483","1406464","12258019","414","3614","-70","25","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:33:33"
"Samsung","Unknown","10.90.2.106/::","00:7C:2D:38:34:E3","EHC-15","B4:79:C8:10:F0:70","10730710","1004379","9726331","219","2130","-80","16","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:18:08"
"Samsung","Unknown","10.50.2.34/::","00:7C:2D:AE:CE:FD","EHC-15","B4:79:C8:10:E1:80","443655525","17452449","426203076","9142","223259","-76","18","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:10:36"
"Samsung","Unknown","10.60.4.203/::","00:7C:2D:AF:84:77","EHC-15","C8:03:F5:14:C6:30","3057890","2391987","665903","1043","290","-78","17","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:12:56"
"Samsung","Unknown","10.60.1.109/::","00:7C:2D:AF:84:8F","EHC-15","20:58:69:0C:7B:E0","59386432","1784036","57602396","12136","391853","-69","26","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 06:12:41"
"Samsung","Unknown","10.90.6.153/::","00:7C:2D:AF:84:B2","EHC-15","8C:FE:74:04:2D:40","1450982290","71358361","1379623929","2429","46975","-75","20","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:02:41"
"Samsung","Unknown","10.90.6.176/::","00:7C:2D:AF:84:D9","EHC-15","B4:79:C8:10:F4:00","2989624041","120686295","2868937746","16564","393760","-67","31","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 01:24:52"
"Samsung","Unknown","10.110.0.74/::","00:7C:2D:AF:84:E9","EHC-15","B4:79:C8:10:E5:50","136570244","161611","136408633","2","2245","-79","16","g/n","110","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 17:29:45"
"Samsung","Unknown","10.50.2.254/::","00:7C:2D:AF:85:01","EHC-15","B4:79:C8:10:D2:10","1463250478","61801917","1401448561","33624","762485","-66","29","g/n","50","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 20:02:14"
"Samsung","Unknown","10.100.3.58/::","00:7C:2D:AF:85:05","EHC-15","20:58:69:0C:98:30","3781165","335259","3445906","675","6947","-72","26","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:13:25"
"Samsung","Unknown","10.40.1.86/::","00:7C:2D:AF:85:23","EHC-15","84:23:88:1E:4C:C0","1594721","214106","1380615","19","124","-65","28","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 05:16:48"
"Samsung","Unknown","10.100.5.182/::","00:7C:2D:AF:85:43","EHC-15","20:58:69:0C:6D:B0","331050520","597287","330453233","16","9014","-66","30","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 22:09:26"
"Samsung","Unknown","10.60.4.45/::","00:7C:2D:AF:85:A7","EHC-15","8C:FE:74:00:D6:40","110519856","5176745","105343111","214","4373","-77","18","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 03:42:10"
"Samsung","Unknown","10.60.2.243/::","00:7C:2D:AF:85:B6","EHC-15","C8:03:F5:14:C3:A0","2280001387","102824574","2177176813","23934","506791","-53","43","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 20:46:41"
"android-b3d05e5db9e806ca","Unknown","10.40.5.64/::","00:88:59:29:24:74","EHC-15","84:23:88:1E:4D:F0","32440926","357180","32083746","29","2623","-61","34","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 06:59:45"
