"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.2.193/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","26221875","56845","26165030","14","6885","-67","28","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:52:24"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","4087472","130758","3956714","16344","494589","-77","18","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:46:32"
"","Unidentified Router or AP","10.90.3.252/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","","","","","","","","N/A","90","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 13:00:48"
"Samsung","Unknown","10.60.2.177/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","1950147946","77040574","1873107372","13674","332464","-71","24","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 06:18:03"
"Samsung","Unknown","10.40.3.169/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","5426856006","133325687","5293530319","12834","509581","-61","32","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 11:37:22"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D5:30","19062843","904091","18158752","263","5284","-84","11","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:04:02"
"Samsung","Unknown","10.100.4.117/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","11229181","1202406","10026775","209","1750","-70","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:26:30"
"Samsung","Unknown","10.20.1.81/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","8141329","390902","7750427","191","3788","-66","29","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:25:05"
"Samsung","Unknown","10.100.5.133/::","00:7C:2D:AF:85:04","EHC TV","20:58:69:0C:7A:40","3540953","296445","3244508","645","7068","-65","31","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:56:00"
"Samsung","Unknown","10.90.2.137/::","00:7C:2D:AF:85:15","EHC TV","B4:79:C8:10:DF:10","27532741","1361750","26170991","195","3748","-69","27","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:03:28"
"Samsung","Unknown","10.90.3.75/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:DD:A0","97699","0","97699","0","469","-88","4","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:59:10"
"Samsung","Unknown","10.90.3.168/::","00:7C:2D:AF:85:56","EHC TV","B4:79:C8:10:C3:F0","58321523","1390299","56931224","207","8501","-83","13","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:23:35"
"Samsung","Unknown","10.100.4.75/::","00:C3:F4:7E:09:C1","EHC TV","20:58:69:0C:7C:80","84880","46431","38449","7","5","-72","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:13:18"
"Samsung","Unknown","10.90.4.188/::","00:C3:F4:7E:09:FD","EHC TV","8C:FE:74:04:4D:30","5197632","195748","5001884","249","6371","-83","12","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:09:46"
"Samsung","Unknown","10.30.6.99/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","5261781","629180","4632601","223","1648","-79","16","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:54:25"
"Samsung","Unknown","10.100.3.183/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","12062354","560269","11502085","5492","112765","-70","28","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:59:00"
"Samsung","Unknown","10.30.4.250/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","8769240","707626","8061614","3845","43813","-83","13","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:57:29"
"Samsung","Unknown","10.30.6.192/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","11294309","552787","10741522","388","7543","-74","20","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:34:53"
"Samsung","Unknown","10.100.4.116/::","00:C3:F4:7E:0B:3B","EHC TV","20:58:69:0C:86:C0","487687020","22732957","464954063","3968","81157","-73","20","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:52:02"
"Samsung","Unknown","10.60.1.12/::","00:C3:F4:7E:0B:77","EHC TV","C8:03:F5:33:AA:30","189336263","7839328","181496935","5451","126214","-76","19","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:34:57"
"Samsung","Unknown","10.100.5.26/::","00:C3:F4:86:2D:62","EHC TV","20:58:69:0C:63:50","9445611","797061","8648550","313","3396","-57","35","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:15:24"
"Samsung","Unknown","10.30.0.167/::","00:C3:F4:86:2E:1D","EHC TV","C8:03:F5:33:AC:20","68676040","2641011","66035029","2589","64740","-82","13","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:41:56"
"Samsung","Unknown","10.30.5.168/::","00:C3:F4:86:2E:6E","EHC TV","C8:03:F5:33:A9:D0","689090","444606","244484","547","301","-70","26","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:33:13"
"Samsung","Unknown","10.90.4.6/::","00:C3:F4:86:2E:81","EHC TV","B4:79:C8:10:E4:A0","19819138","55110","19764028","10","3741","-64","30","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:18:39"
