"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.80.7.209/::","00:01:12:75:5B:A1","EHC-15","84:23:88:1E:4B:40","82836","41661","41175","180","178","-61","32","g/n","80","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:39:25"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","14404520","183782","14220738","90","7026","-85","11","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:03:04"
"Redmi-10A","Unknown","10.40.1.45/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","349033479","29558780","319474699","914","9881","-77","16","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:42:15"
"","Android","10.40.4.102/::","00:08:22:A6:9F:AE","EHC-15","C8:03:F5:33:AC:E0","1627183","286886","1340297","83","388","-86","10","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:46:04"
"android-41e730715843ce35","Android","10.30.3.7/::","00:08:22:E0:0D:6E","EHC-15","84:23:88:1E:4C:20","13949447","1701573","12247874","117","846","-66","26","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:41:51"
"","Unknown","10.20.0.190/::","00:08:22:EE:D2:1B","EHC-15","C8:03:F5:33:AC:B0","14403","10210","4193","16","6","-88","7","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:33:17"
"V2111","Unknown","10.90.3.144/::","00:08:3F:61:09:E9","EHC-15","B4:79:C8:10:DD:D0","358004","224993","133011","1102","652","-73","25","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:39:07"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E4:A0","115204762","3083647","112121115","6293","228818","-67","28","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:34:46"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","313235750","31807770","281427980","2706","23949","-75","21","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","14746144","1816432","12929712","108","769","-78","18","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:09:17"
"android-f6c6a41806853f2a","Unknown","10.60.4.24/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","9712474","63954","9648520","18","2753","-67","30","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:45:24"
