"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.6.231/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","325258032","100861","325157171","1","4056","-62","31","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.6.37/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","198485661","745353","197740308","20","5333","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 22:43:47"
"Samsung","Unknown","10.100.1.23/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","264053962","484903","263569059","9","4930","-43","50","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 18:49:41"
"Z-Flip6-alkhas-b-Asma","Unknown","10.100.3.10/::","02:DD:C3:B3:7D:B8","Reception Hall-TV","84:23:88:1E:4E:80","4404986","701588","3703398","161","851","-48","42","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:25:37"
"iPhone","Unknown","10.100.4.162/::","1A:5A:A9:DB:D0:20","Reception Hall-TV","84:23:88:1E:4E:80","63693","12302","51391","102","428","-52","38","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:40:34"
"","Unknown","10.100.3.7/::","3A:72:AA:80:BD:88","Reception Hall-TV","84:23:88:1E:4E:80","4857431","373574","4483857","86","1040","-49","44","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:30:45"
"denielle-s-A52s","Unknown","10.100.2.119/::","46:80:E6:36:48:71","Reception Hall-TV","84:23:88:1E:4E:80","16851643","2206856","14644787","301","2003","-51","39","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:40:45"
"OPPO-Reno11-F-5G","Unknown","10.100.2.151/::","86:D2:EA:54:B5:80","Reception Hall-TV","84:23:88:1E:4E:80","4873097","1504713","3368384","347","777","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:30:23"
"M2003J15SC-RedmiNote","Android","10.100.2.142/::","98:F6:21:82:34:D6","Reception Hall-TV","84:23:88:1E:4E:80","18269659","1814380","16455279","283","2572","-55","38","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:46:05"
"iPhone","Unknown","10.100.2.101/::","A2:21:F0:A4:8B:58","Reception Hall-TV","84:23:88:1E:4E:80","53213","15090","38123","838","2117","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:42:18"
"Galaxy-A25-5G","Unknown","10.100.2.231/::","BE:89:EC:8A:F2:20","Reception Hall-TV","84:23:88:1E:4E:80","195950577","7394753","188555824","1277","32565","-59","31","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:57:20"
"iPhone","Unknown","10.100.4.161/::","D2:23:E3:4D:B0:FE","Reception Hall-TV","84:23:88:1E:4E:80","22588","6155","16433","70","188","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:40:29"
"V2332","Unknown","10.100.4.171/::","FA:3B:DF:85:F0:29","Reception Hall-TV","84:23:88:1E:4E:80","3790","208","3582","69","1194","-82","8","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:42:34"
"iPhone","Unknown","10.100.3.198/::","FE:53:CD:EA:4E:86","Reception Hall-TV","84:23:88:1E:4E:80","15668737","3812653","11856084","30259","94095","-51","39","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:40:30"
