"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.6.231/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","325593421","100861","325492560","1","3980","-62","31","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.6.37/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","198821050","745353","198075697","19","5118","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 22:43:47"
"Samsung","Unknown","10.100.1.23/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","264389351","484903","263904448","8","4791","-43","50","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 18:49:41"
"Z-Flip6-alkhas-b-Asma","Unknown","10.100.3.10/::","02:DD:C3:B3:7D:B8","Reception Hall-TV","84:23:88:1E:4E:80","7875994","1175795","6700199","197","1123","-47","43","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:25:37"
"","Unknown","10.100.3.7/::","3A:72:AA:80:BD:88","Reception Hall-TV","84:23:88:1E:4E:80","5569819","553371","5016448","93","845","-52","41","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:30:45"
"denielle-s-A52s","Unknown","10.100.2.119/::","46:80:E6:36:48:71","Reception Hall-TV","84:23:88:1E:4E:80","17128327","2258130","14870197","252","1665","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:40:45"
"OPPO-Reno11-F-5G","Unknown","10.100.2.151/::","86:D2:EA:54:B5:80","Reception Hall-TV","84:23:88:1E:4E:80","43465071","3477030","39988041","584","6721","-50","40","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:30:23"
"M2003J15SC-RedmiNote","Android","10.100.2.142/::","98:F6:21:82:34:D6","Reception Hall-TV","84:23:88:1E:4E:80","18796904","1897796","16899108","236","2108","-62","31","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:46:05"
"Redmi-Note-11-Pro","Unknown","10.100.5.15/::","9A:6A:9F:CA:6F:32","Reception Hall-TV","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 12:11:54"
"iPhone","Unknown","10.100.2.101/::","A2:21:F0:A4:8B:58","Reception Hall-TV","84:23:88:1E:4E:80","1100195","54227","1045968","951","18350","-46","44","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:08:38"
"Galaxy-A25-5G","Unknown","10.100.2.231/::","BE:89:EC:8A:F2:20","Reception Hall-TV","84:23:88:1E:4E:80","207459138","8273482","199185656","1116","26884","-48","42","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:57:20"
"","Unknown","10.100.3.80/::","CA:52:9F:AE:3D:AA","Reception Hall-TV","84:23:88:1E:4E:80","1197798","103856","1093942","747","7870","-44","46","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:07:16"
"iPhone","Unknown","10.100.3.198/::","FE:53:CD:EA:4E:86","Reception Hall-TV","84:23:88:1E:4E:80","2431757","2033889","397868","63559","12433","-42","48","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:09:03"
