"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Samsung","Unknown","10.100.6.231/::","00:7C:2D:26:92:E4","Reception Hall-TV","84:23:88:1E:4E:80","341074716","100861","340973855","1","4019","-61","31","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:26:43"
"Samsung","Unknown","10.100.6.37/::","00:7C:2D:26:93:E7","Reception Hall-TV","84:23:88:1E:4E:80","214302345","745353","213556992","17","5114","-68","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 22:43:47"
"Samsung","Unknown","10.100.1.23/::","00:C3:F4:7E:0A:E6","Reception Hall-TV","84:23:88:1E:4E:80","279870646","484903","279385743","8","4805","-42","50","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 18:49:41"
"S24-Ultra-alkhas-b-anwr","Unknown","10.100.5.223/::","06:0C:48:1A:D0:3D","Reception Hall-TV","84:23:88:1E:44:C0","0","0","0","0","0","0","0","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:59:39"
"iPhone","Unknown","10.100.5.222/::","1A:5A:A9:DB:D0:20","Reception Hall-TV","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 13:00:52"
"denielle-s-A52s","Unknown","10.100.2.119/::","46:80:E6:36:48:71","Reception Hall-TV","84:23:88:1E:4E:80","23704594","3027903","20676691","252","1724","-60","30","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:40:45"
"OPPO-Reno11-F-5G","Unknown","10.100.2.151/::","86:D2:EA:54:B5:80","Reception Hall-TV","84:23:88:1E:4E:80","77249473","7366465","69883008","817","7756","-56","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:30:23"
"M2003J15SC-RedmiNote","Android","10.100.2.142/::","98:F6:21:82:34:D6","Reception Hall-TV","84:23:88:1E:4E:80","34739850","2062773","32677077","186","2950","-48","44","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:46:05"
"Galaxy-A25-5G","Unknown","10.100.2.231/::","BE:89:EC:8A:F2:20","Reception Hall-TV","84:23:88:1E:4E:80","256354282","11385872","244968410","1087","23397","-53","37","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:57:20"
"Julie-s-S24","Unknown","10.100.5.78/::","C2:E0:87:C2:F0:79","Reception Hall-TV","84:23:88:1E:4E:80","16122379","1895779","14226600","932","6997","-54","36","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:26:41"
"iPhone","Unknown","10.100.5.227/::","D2:23:E3:4D:B0:FE","Reception Hall-TV","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 13:00:37"
"Galaxy-A16","Unknown","10.100.5.86/::","D6:9C:86:B1:AD:7F","Reception Hall-TV","84:23:88:1E:4E:80","1781081","446404","1334677","299","895","-67","23","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:30:30"
"iPhone","Unknown","10.100.3.198/::","FE:53:CD:EA:4E:86","Reception Hall-TV","84:23:88:1E:4E:80","1112687","77162","1035525","2269","30456","-49","41","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 13:00:02"
