"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.80.7.209/::","00:01:12:75:5B:A1","EHC-15","C8:03:F5:38:F5:80","5792728","409581","5383147","242","3192","-70","26","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:39:25"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","24221055","259166","23961889","71","6573","-85","11","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:03:04"
"Redmi-10A","Unknown","10.40.1.45/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","602928994","40517695","562411299","1187","16477","-71","22","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:42:15"
"","Android","10.40.4.102/::","00:08:22:A6:9F:AE","EHC-15","C8:03:F5:33:AC:E0","50085413","2139736","47945677","422","9460","-78","19","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:46:04"
"android-41e730715843ce35","Android","10.30.3.7/::","00:08:22:E0:0D:6E","EHC-15","84:23:88:1E:4C:20","14612460","1970504","12641956","122","786","-67","25","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:41:51"
"","Unknown","10.20.0.190/::","00:08:22:EE:D2:1B","EHC-15","C8:03:F5:33:AC:B0","508392","81652","426740","36","190","-76","19","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:33:17"
"V2111","Unknown","10.90.4.98/::","00:08:3F:61:09:E9","EHC-15","B4:79:C8:10:F4:80","269881","13351","256530","54","1042","-77","22","a/n/ac","90","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:05:52"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E4:A0","184803991","5964191","178839800","2827","84798","-67","28","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:34:46"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","315576604","32252436","283324168","2412","21189","-70","26","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","16472240","2230992","14241248","119","765","-77","19","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:09:17"
"","Unknown","10.60.0.33/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:AE:A0","2060197","234559","1825638","563","4388","-87","9","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:04:08"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","19933136","275492","19657644","31","2258","-82","17","a/n","90","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:43:09"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","48765","25593","23172","30","27","-73","21","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:50"
"","Unknown","10.40.2.176/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:46:30","35148899","806564","34342335","84","3578","-69","24","g/n","40","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:31:15"
"","Unknown","10.60.5.39/::","00:16:88:28:1E:1D","EHC-15","54:EC:2F:07:2A:80","3017609","27273","2990336","70","7726","-82","11","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:00:51"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","13048158","3140969","9907189","70","220","-66","30","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 23:43:28"
"android-fc2edb9c0cace7b0","Unknown","10.100.7.73/::","00:16:88:2C:27:FE","EHC-15","20:58:69:0C:A2:80","3008892","821698","2187194","14","39","-65","30","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 20:39:24"
"android-260e454dfd6a744a","Unknown","10.60.3.42/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D7:00","71616487","3317032","68299455","3866","79603","-63","32","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:52:43"
"","Unknown","10.40.5.22/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","94787276","9843189","84944087","143","1238","-77","12","a/n","40","128","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:34:57"
"","Unknown","10.100.1.98/::","00:18:0D:39:9E:27","EHC-15","20:58:69:0C:B0:80","438561","213266","225295","15","16","-80","17","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:13:00"
"DESKTOP-AI67FFP","Windows (Mobile) 8/8.1/10","10.40.4.98/::","00:45:E2:67:0C:41","EHC-15","20:58:69:0C:75:00","241349058","30681162","210667896","4977","34177","-56","44","a/n/ac","40","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:27:57"
"Samsung","Unknown","10.30.5.143/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","4455667","430543","4025124","116","1089","-72","23","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:06:46"
