"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"A35-alkhas-b-jbart","Unknown","10.100.5.229/::","0A:44:E3:25:A4:23","Reception Hall-Mobile","84:23:88:1E:44:C0","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 13:01:38"
"Joeria-s-S23-Ultra","Unknown","10.100.0.117/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","154584522","7314555","147269967","1786","35963","-78","14","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:52:21"
"S24-Ultra-alkhas-b-byan","Unknown","10.100.2.103/::","4A:5C:6D:EF:7A:28","Reception Hall-Mobile","84:23:88:1E:4E:80","113127115","15421270","97705845","1709","10828","-34","58","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:36:17"
"","Unknown","10.100.5.137/::","4A:DB:CA:E0:E1:5C","Reception Hall-Mobile","84:23:88:1E:44:C0","411355","33180","378175","1659","18908","-80","10","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 13:01:47"
"Redmi-Note-10","Unknown","10.100.1.81/::","50:DA:D6:5E:18:20","Reception Hall-Mobile","84:23:88:1E:44:C0","51809407","2831107","48978300","351","6073","-71","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:46:13"
"A15-alkhas-b-Mhmoud","Unknown","10.100.5.62/::","56:88:16:A0:A4:E3","Reception Hall-Mobile","84:23:88:1E:4E:80","5123650","567389","4556261","460","3701","-52","38","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:39:56"
"iPhone","Unknown","10.100.5.205/::","62:E8:EB:07:EC:5F","Reception Hall-Mobile","84:23:88:1E:44:C0","1824407","7700","1816707","24","5730","-86","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:55:19"
"iPhone","Unknown","10.100.2.109/::","8A:28:B9:0C:A3:16","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 13:01:37"
"Duday","Unknown","10.100.2.13/::","AE:BA:57:4C:5D:31","Reception Hall-Mobile","84:23:88:1E:4E:80","69652","19734","49918","205","519","-61","29","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:59:00"
"iPhone","Unknown","10.100.5.106/::","B2:1B:10:65:1F:2B","Reception Hall-Mobile","84:23:88:1E:44:C0","834649","204","834445","0","0","-84","6","N/A","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:55:14"
"real-me","Unknown","10.100.3.196/::","D6:67:DA:74:1C:02","Reception Hall-Mobile","84:23:88:1E:4E:80","11105947","2108338","8997609","248","1060","-56","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:39:08"
"Redmi-Note-14-Pro","Unknown","10.100.3.90/::","E6:EB:48:EE:E5:0D","Reception Hall-Mobile","84:23:88:1E:4E:80","82298520","7967120","74331400","826","7709","-53","37","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:19:53"
