"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.80.7.209/::","00:01:12:75:5B:A1","EHC-15","C8:03:F5:38:F5:80","15092420","987675","14104745","208","2971","-69","27","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:39:25"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","549851","275564","274287","267","266","-75","21","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:41:18"
"Redmi-10A","Unknown","10.40.1.45/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","767409096","48052087","719357009","1298","19435","-75","19","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:42:15"
"","Android","10.40.6.30/::","00:08:22:74:BD:FB","EHC-15","C8:03:F5:33:AC:E0","7557659","881497","6676162","2332","17661","-91","10","a/n","40","132","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:57:58"
"android-41e730715843ce35","Android","10.30.3.7/::","00:08:22:E0:0D:6E","EHC-15","84:23:88:1E:4C:20","15233207","2186787","13046420","114","681","-70","22","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:41:51"
"","Unknown","10.60.4.163/::","00:08:22:F1:CB:81","EHC-15","B4:79:C8:10:E3:D0","0","0","0","0","0","-81","15","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:58:31"
"V2111","Unknown","10.30.7.66/::","00:08:3F:61:09:E9","EHC-15","84:23:88:1E:4D:20","3288565","1428825","1859740","17639","22959","-83","10","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:58:44"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E4:A0","78169108","3730189","74438919","3685","73556","-67","27","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:34:46"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","316420795","32657335","283763460","1987","17270","-70","25","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","16618291","2305172","14313119","107","666","-80","16","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:09:17"
