"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unknown","10.80.7.209/::","00:01:12:75:5B:A1","EHC-15","C8:03:F5:38:F5:80","16062848","988319","15074529","193","2951","-69","27","g/n","80","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:39:25"
"android-1d55c29787da2ad8","Unknown","10.60.2.135/::","00:08:22:32:40:FC","EHC-15","B4:79:C8:10:E3:D0","619668","303812","315856","218","227","-75","21","g/n","60","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:41:18"
"Redmi-10A","Unknown","10.40.1.45/::","00:08:22:5C:69:4A","EHC-15","84:23:88:1E:4B:E0","790029270","49878731","740150539","1334","19804","-79","15","g/n","40","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:42:15"
"","Android","10.40.6.30/::","00:08:22:74:BD:FB","EHC-15","C8:03:F5:33:AC:E0","7557659","881497","6676162","1194","9046","-91","10","a/n","40","132","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:57:58"
"android-41e730715843ce35","Android","10.30.3.7/::","00:08:22:E0:0D:6E","EHC-15","84:23:88:1E:4C:20","16556865","2852050","13704815","147","709","-73","19","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:41:51"
"","Unknown","10.60.4.163/::","00:08:22:F1:CB:81","EHC-15","20:58:69:0C:81:B0","58732","8438","50294","21","126","-76","20","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:58:31"
"V2111","Unknown","10.30.7.66/::","00:08:3F:61:09:E9","EHC-15","84:23:88:1E:4D:20","31683621","19537148","12146473","44301","27543","-85","8","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:58:44"
"","Unidentified Router or AP","10.90.3.222/::","00:16:78:68:2C:24","EHC-15","B4:79:C8:10:E4:A0","90535599","4688337","85847262","3933","72019","-67","28","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:34:46"
"","Unknown","10.30.3.236/::","00:16:88:1F:F3:8C","EHC-15","20:58:69:0C:81:30","316430768","32661411","283769357","1966","17083","-69","26","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 23:10:44"
"","Unknown","10.60.0.88/::","00:16:88:21:19:47","EHC-15","20:58:69:2E:E0:C0","16618927","2305480","14313447","105","655","-80","16","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:09:17"
"android-f6c6a41806853f2a","Unknown","10.60.4.24/::","00:16:88:22:9F:88","EHC-15","B4:79:C8:10:F1:F0","","","","","","","","N/A","60","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 13:06:15"
"","Unknown","10.60.0.33/::","00:16:88:23:7D:DA","EHC-15","C8:03:F5:33:B1:00","4411826","70231","4341595","108","6720","-92","11","a/n","60","104","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:53:34"
"","Unknown","10.90.4.126/::","00:16:88:23:7E:61","EHC-15","B4:79:C8:10:D4:A0","31225328","425009","30800319","35","2540","-81","18","a/n","90","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:43:09"
"","Unknown","10.50.7.78/::","00:16:88:24:22:42","EHC-15","B4:79:C8:10:D9:60","322935","153262","169673","37","41","-72","22","g/n","50","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 20:49:50"
"","Unknown","10.60.4.244/::","00:16:88:25:BB:AC","EHC-15","B4:79:C8:10:D3:20","98359","34377","63982","2644","4921","-85","12","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 13:05:55"
"","Unknown","10.40.2.176/::","00:16:88:27:76:D7","EHC-15","84:23:88:1E:46:30","50951006","1011422","49939584","78","3889","-71","21","g/n","40","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:31:15"
"","Unknown","10.60.5.39/::","00:16:88:28:1E:1D","EHC-15","54:EC:2F:07:2A:80","26578610","211779","26366831","55","6925","-82","12","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:00:51"
"","Unknown","10.50.6.160/::","00:16:88:28:5C:10","EHC-15","54:EC:2F:06:E9:60","13425256","3326489","10098767","69","209","-68","29","g/n","50","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 23:43:28"
"android-fc2edb9c0cace7b0","Unknown","10.100.7.73/::","00:16:88:2C:27:FE","EHC-15","20:58:69:0C:A2:80","3811419","910526","2900893","15","49","-65","31","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 20:39:24"
"android-260e454dfd6a744a","Unknown","10.60.3.42/::","00:16:88:2D:E4:C9","EHC-15","C8:03:F5:14:D7:00","118520428","6100384","112420044","1425","26278","-69","25","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:52:43"
"","Android","10.100.2.89/::","00:16:88:30:09:2E","EHC-15","20:58:69:0C:86:C0","334763456","12004528","322758928","34695","932829","-82","18","a/n","100","56","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 13:00:04"
"","Unknown","10.40.5.22/::","00:17:0D:39:1F:BC","EHC-15","84:23:88:1E:47:E0","95089175","9966346","85122829","138","1185","-76","13","a/n","40","128","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 13:34:57"
"","Unknown","10.100.1.98/::","00:18:0D:39:9E:27","EHC-15","20:58:69:0C:B0:80","581659","283643","298016","16","17","-81","16","g/n","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:13:00"
"DESKTOP-AI67FFP","Windows (Mobile) 8/8.1/10","10.40.4.98/::","00:45:E2:67:0C:41","EHC-15","20:58:69:0C:75:00","33517501","9626079","23891422","4542","11274","-59","42","a/n/ac","40","36","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:29:24"
"Samsung","Unknown","10.30.5.143/::","00:7C:2D:26:92:93","EHC-15","C8:03:F5:33:B3:F0","4455897","430642","4025255","60","565","-74","21","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:06:46"
"Samsung","Unknown","10.60.4.159/::","00:7C:2D:26:92:D3","EHC-15","C8:03:F5:14:EA:D0","770089881","36541556","733548325","64789","1300617","-76","21","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 19:39:57"
"Samsung","Unknown","10.20.1.251/::","00:7C:2D:26:92:FB","EHC-15","C8:03:F5:38:7D:C0","20108878","65850","20043028","3","999","-72","24","g/n","20","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 07:30:40"
"Samsung","Unknown","10.90.4.224/::","00:7C:2D:26:93:3C","EHC-15","B4:79:C8:10:E3:B0","62504095","3188690","59315405","7991","148660","-80","16","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:57:28"
"Samsung","Unknown","10.100.4.127/::","00:7C:2D:26:93:3D","EHC-15","20:58:69:0C:6A:F0","6811211","873108","5938103","147","1004","-73","22","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:25:08"
"Samsung","Unknown","10.110.1.48/::","00:7C:2D:26:93:51","EHC-15","B4:79:C8:10:D4:50","15803173","2013987","13789186","31","216","-61","31","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/04 03:45:57"
"Samsung","Unknown","10.30.0.99/::","00:7C:2D:26:93:57","EHC-15","C8:03:F5:33:9D:50","77204","38381","38823","7676","7764","-74","22","g/n","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 13:05:27"
"Samsung","Unknown","10.100.2.128/::","00:7C:2D:26:93:AA","EHC-15","20:58:69:0C:8D:C0","4058146","1232000","2826146","208","478","-85","10","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:55:21"
"Samsung","Unknown","10.60.3.26/::","00:7C:2D:26:93:B6","EHC-15","C8:03:F5:14:C6:60","2561619739","114775037","2446844702","61278","1306377","-63","33","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/03 13:26:28"
"Samsung","Unknown","10.60.2.225/::","00:7C:2D:26:93:C5","EHC-15","C8:03:F5:14:C6:60","545234606","24184239","521050367","8112","174790","-81","15","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:14:53"
"","Unknown","10.90.7.66/::","00:7C:2D:26:93:EA","EHC-15","B4:79:C8:10:D8:80","316524558","17853160","298671398","1298","21721","-61","34","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 19:25:17"
"Samsung","Unknown","10.60.5.186/::","00:7C:2D:26:93:FE","EHC-15","C8:03:F5:14:C6:60","270939137","12391197","258547940","4166","86936","-84","12","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:15:01"
"Samsung","Unknown","10.30.2.41/::","00:7C:2D:26:94:14","EHC-15","20:58:69:0C:72:D0","18120808","1481126","16639682","596","6704","-71","24","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:18:12"
"Samsung","Unknown","10.30.3.119/::","00:7C:2D:26:94:40","EHC-15","20:58:69:0C:B0:F0","30855269905","1226304570","29628965335","27349","660800","-74","22","N/A","30","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/06 19:19:35"
"Samsung","Unknown","10.110.3.50/::","00:7C:2D:38:33:A9","EHC-15","B4:79:C8:15:7D:10","8744856","1058676","7686180","79","580","-59","38","g/n","110","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/05 07:21:02"
"Samsung","Unknown","10.110.1.247/::","00:7C:2D:38:34:30","EHC-15","B4:79:C8:10:D6:00","39071965733","922552053","38149413680","32047","1325230","-66","28","g/n","110","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/06/29 21:29:46"
"Samsung","Unknown","10.30.6.158/::","00:7C:2D:38:34:86","EHC-15","C8:03:F5:33:C0:C0","148392","66196","82196","29","37","-70","25","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:26:42"
"Samsung","Unknown","10.90.3.176/::","00:7C:2D:38:34:E3","EHC-15","B4:79:C8:10:F0:70","10885371","1070231","9815140","152","1402","-74","22","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 02:18:08"
