"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Julie-s-S24","Unknown","10.100.3.92/::","06:BD:E5:1E:53:1D","Reception Hall-Mobile","84:23:88:1E:4E:80","11470920","3759245","7711675","573","1175","-58","32","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:20:10"
"Joeria-s-S23-Ultra","Unknown","10.100.0.117/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","5930409","377646","5552763","365","5370","-71","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:52:21"
"Muhammed-s-Galaxy-A21s","Unknown","10.100.3.125/::","12:8B:A3:95:F9:B3","Reception Hall-Mobile","84:23:88:1E:4E:80","31001129","2587489","28413640","1413","15526","-86","4","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:35:01"
"Galaxy-S23-Ultra","Unknown","10.100.4.225/::","26:FD:FE:18:84:C1","Reception Hall-Mobile","84:23:88:1E:44:C0","3263988","186084","3077904","317","5252","-82","8","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:59:51"
"S24-Ultra-alkhas-b-byan","Unknown","10.100.2.103/::","4A:5C:6D:EF:7A:28","Reception Hall-Mobile","84:23:88:1E:4E:80","60588780","3094624","57494156","519","9643","-48","45","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:36:17"
"Redmi-Note-10","Unknown","10.100.1.81/::","50:DA:D6:5E:18:20","Reception Hall-Mobile","84:23:88:1E:44:C0","34646164","2324641","32321523","464","6457","-70","23","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:46:13"
"iPhone","Unknown","10.100.2.161/::","6A:80:A4:10:D8:1E","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 12:10:11"
"iPhone","Unknown","10.100.2.109/::","8A:28:B9:0C:A3:16","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 12:10:14"
"Galaxy-A25-5G","Unknown","10.100.2.163/::","96:B2:9A:9D:AF:6D","Reception Hall-Mobile","84:23:88:1E:4E:80","107562293","33132212","74430081","4702","10563","-52","38","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:12:09"
"Duday","Unknown","10.100.2.13/::","AE:BA:57:4C:5D:31","Reception Hall-Mobile","84:23:88:1E:4E:80","19321727","2342255","16979472","217","1578","-59","31","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:10:21"
"Marwan-ultra24","Unknown","10.100.2.130/::","BA:AC:DF:0D:15:0D","Reception Hall-Mobile","84:23:88:1E:4E:80","21093235","3327660","17765575","489","2610","-58","32","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:11:58"
"S24-Ultra-alkhas-b-Walaa","Unknown","10.100.2.100/::","C6:ED:4A:C2:49:D7","Reception Hall-Mobile","84:23:88:1E:4E:80","415644669","363693095","51951574","60244","8605","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:26:09"
"real-me","Unknown","10.100.3.196/::","D6:67:DA:74:1C:02","Reception Hall-Mobile","84:23:88:1E:4E:80","3186991","933884","2253107","172","415","-63","27","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:39:08"
"iPhone","Unknown","10.100.2.82/::","E2:19:1E:25:2D:8F","Reception Hall-Mobile","84:23:88:1E:4E:80","105920","37680","68240","229","416","-59","31","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:06:51"
"Redmi-Note-14-Pro","Unknown","10.100.3.90/::","E6:EB:48:EE:E5:0D","Reception Hall-Mobile","84:23:88:1E:4E:80","75765328","6294535","69470793","956","10557","-56","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:19:53"
"","Unknown","10.100.4.126/::","EE:65:05:FE:CA:5C","Reception Hall-Mobile","84:23:88:1E:4E:80","","","","","","","","N/A","100","","N/A","Standard+Open","AUTHORIZED","","2025/07/08 12:10:22"
"iPhone","Unknown","10.100.2.107/::","F2:FC:1F:A6:8B:06","Reception Hall-Mobile","84:23:88:1E:4E:80","25029334","1023069","24006265","3996","93774","-57","33","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:05:19"
