"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"","Unidentified Router or AP","10.60.2.193/::","00:16:78:69:09:00","EHC TV","B4:79:C8:10:F8:40","6172067","30526","6141541","41","8310","-66","29","g/n","60","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:52:24"
"","Unidentified Router or AP","10.90.3.221/::","00:16:78:91:33:E0","EHC TV","B4:79:C8:10:DE:70","42468013","1560338","40907675","512","13447","-74","21","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:33:57"
"","Unidentified Router or AP","10.90.3.252/::","00:16:78:9F:63:DC","EHC TV","B4:79:C8:10:E0:60","6687807","479834","6207973","1542","19961","-73","21","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:41:37"
"Samsung","Unknown","10.60.2.177/::","00:7C:2D:26:92:EF","EHC TV","C8:03:F5:14:C7:A0","1812953496","70266915","1742686581","27298","677034","-71","24","g/n","60","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 06:18:03"
"Samsung","Unknown","10.40.3.169/::","00:7C:2D:26:92:FD","EHC TV","84:23:88:1E:4B:A0","5335326571","130459970","5204866601","17802","710271","-59","33","g/n","40","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 11:37:22"
"Samsung","Unknown","10.90.3.123/::","00:7C:2D:26:93:19","EHC TV","B4:79:C8:10:D5:30","6776404","447974","6328430","1191","16830","-86","10","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:04:02"
"Samsung","Unknown","10.100.4.117/::","00:7C:2D:26:94:0C","EHC TV","20:58:69:0C:86:C0","11229100","1202406","10026694","450","3756","-71","23","g/n","100","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 00:26:30"
"Samsung","Unknown","10.20.0.147/::","00:7C:2D:AF:84:E2","EHC TV","B4:79:C8:11:06:40","37414909","907477","36507432","72","2920","-68","27","g/n","20","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 04:23:50"
"Samsung","Unknown","10.100.3.23/::","00:7C:2D:AF:85:04","EHC TV","20:58:69:0C:7A:40","14310532","1327136","12983396","180","1765","-67","29","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/07 22:53:37"
"Samsung","Unknown","10.90.2.137/::","00:7C:2D:AF:85:15","EHC TV","B4:79:C8:10:DF:10","15313945","779683","14534262","198","3705","-70","26","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:03:28"
"Samsung","Unknown","10.90.3.75/::","00:7C:2D:AF:85:28","EHC TV","B4:79:C8:10:E0:B0","353665568","14017455","339648113","7083","171626","-64","32","g/n","90","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:36:24"
"Samsung","Unknown","10.90.3.168/::","00:7C:2D:AF:85:56","EHC TV","B4:79:C8:10:C3:F0","46688596","1390200","45298396","382","12454","-84","13","g/n","90","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:23:35"
"Samsung","Unknown","10.100.4.75/::","00:C3:F4:7E:09:C1","EHC TV","20:58:69:0C:7C:80","84880","46431","38449","13","11","-72","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:13:18"
"Samsung","Unknown","10.90.3.110/::","00:C3:F4:7E:09:FD","EHC TV","B4:79:C8:10:D6:F0","146875394","3586244","143289150","1266","50596","-66","28","g/n","90","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 11:09:46"
"Samsung","Unknown","10.30.5.70/::","00:C3:F4:7E:0A:C3","EHC TV","20:58:69:0C:6A:30","2663400","322782","2340618","65","472","-77","18","g/n","30","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:54:25"
"Samsung","Unknown","10.100.3.183/::","00:C3:F4:7E:0A:E3","EHC TV","20:58:69:0C:98:30","23062424","936704","22125720","4828","114050","-71","27","N/A","100","1","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 12:06:27"
"Samsung","Unknown","10.30.4.250/::","00:C3:F4:7E:0B:02","EHC TV","C8:03:F5:33:C0:C0","593988533","25948912","568039621","9675","211797","-85","10","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:23:39"
"Samsung","Unknown","10.30.5.21/::","00:C3:F4:7E:0B:1F","EHC TV","C8:03:F5:33:E5:D0","32657178","639006","32018172","111","5566","-74","20","g/n","30","6","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:32:40"
