"Hostname","OS Type","IP Address","MAC Address","WLAN (SSID)","AP MAC","Traffic (Session)","Traffic (uplink)","Traffic (downlink)","Data Rate (up)","Data Rate (down)","RSSI","SNR","Radio Type","VLAN","Channel","User Name","Auth Method","Auth Status","Control Plane","Session start time"
"Julie-s-S24","Unknown","10.100.3.92/::","06:BD:E5:1E:53:1D","Reception Hall-Mobile","84:23:88:1E:4E:80","1010160","409494","600666","1574","2310","-51","39","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:20:10"
"Joeria-s-S23-Ultra","Unknown","10.100.0.117/::","0A:F0:43:F7:01:55","Reception Hall-Mobile","84:23:88:1E:4E:80","230287","18443","211844","34","390","-78","12","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:23:03"
"Galaxy-S24-Ultra","Unknown","10.100.3.77/::","12:09:17:C3:73:E7","Reception Hall-Mobile","84:23:88:1E:4E:80","509867","185286","324581","454","795","-75","15","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:17:43"
"Galaxy-S24-Ultra","Unknown","10.100.2.132/::","42:8C:92:C6:C9:5F","Reception Hall-Mobile","84:23:88:1E:4E:80","107742064","7489132","100252932","7371","98674","-67","23","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:06:57"
"S24-Ultra-alkhas-b-byan","Unknown","10.100.2.103/::","4A:5C:6D:EF:7A:28","Reception Hall-Mobile","84:23:88:1E:44:C0","269034236","20184211","248850025","6957","85780","-55","35","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:36:17"
"","Unknown","10.100.3.91/::","4A:98:4F:3C:9B:0A","Reception Hall-Mobile","84:23:88:1E:4E:80","527698","77597","450101","288","1673","-56","34","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:20:04"
"Galaxy-A53-5G","Unknown","10.100.3.114/::","4A:C4:4E:99:C5:33","Reception Hall-Mobile","84:23:88:1E:44:C0","97245","23439","73806","1464","4612","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:24:22"
"iPhone","Unknown","10.100.3.33/::","52:AA:1A:6A:6F:82","Reception Hall-Mobile","84:23:88:1E:44:C0","1030644","73198","957446","221","2901","-66","24","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:19:07"
"Galaxy-A36-5G","Unknown","10.100.3.76/::","56:CF:C2:DB:28:7A","Reception Hall-Mobile","84:23:88:1E:44:C0","36714394","2095818","34618576","5013","82819","-57","33","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:17:38"
"","Unknown","10.100.3.104/::","62:6B:26:81:31:46","Reception Hall-Mobile","84:23:88:1E:44:C0","547598","4387","543211","39","4938","-81","12","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:22:47"
"iPhone","Unknown","10.100.2.161/::","6A:80:A4:10:D8:1E","Reception Hall-Mobile","84:23:88:1E:44:C0","48545895","2229741","46316154","159267","3308296","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:21:18"
"Galaxy-A55-5G","Unknown","10.100.3.16/::","72:C2:11:F9:04:85","Reception Hall-Mobile","84:23:88:1E:4E:80","748223","203015","545208","170","457","-69","21","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:04:43"
"HUAWEI_nova_8i-6fca4d9f48","Android","10.100.0.83/::","82:03:22:CA:1B:5E","Reception Hall-Mobile","84:23:88:1E:44:C0","51791","22769","29022","406","518","-60","30","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:23:39"
"vivo-1906","Unknown","10.100.1.24/::","82:1E:A6:06:DC:5E","Reception Hall-Mobile","84:23:88:1E:44:C0","324072168","22270002","301802166","43242","586023","-71","22","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:08:29"
"S21-Ultra-alkhas-b-Qwe","Unknown","10.100.3.26/::","82:AD:DC:F0:52:3C","Reception Hall-Mobile","84:23:88:1E:4E:80","1324073","150598","1173475","139","1083","-72","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:06:30"
"iPhone","Unknown","10.100.2.109/::","8A:28:B9:0C:A3:16","Reception Hall-Mobile","84:23:88:1E:4E:80","7320712","772128","6548584","274","2328","-67","23","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:37:41"
"Galaxy-A25-5G","Unknown","10.100.2.163/::","96:B2:9A:9D:AF:6D","Reception Hall-Mobile","84:23:88:1E:4E:80","31982313","3497453","28484860","4688","38183","-72","18","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:12:09"
"A30s-alkhas-b-Nariman","Unknown","10.100.3.95/::","AA:92:74:D1:FD:C1","Reception Hall-Mobile","84:23:88:1E:44:C0","31932","11848","20084","90","153","-87","3","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:20:44"
"Duday","Unknown","10.100.2.13/::","AE:BA:57:4C:5D:31","Reception Hall-Mobile","84:23:88:1E:4E:80","15393709","1357120","14036589","304","3151","-51","39","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:10:21"
"Marwan-ultra24","Unknown","10.100.2.130/::","BA:AC:DF:0D:15:0D","Reception Hall-Mobile","84:23:88:1E:4E:80","214464","40555","173909","80","344","-67","23","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:11:58"
"S24-Ultra-alkhas-b-Walaa","Unknown","10.100.2.100/::","C6:ED:4A:C2:49:D7","Reception Hall-Mobile","84:23:88:1E:4E:80","98207469","26699952","71507517","27384","73341","-69","21","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:08:19"
"Galaxy-S24-Ultra","Unknown","10.100.2.166/::","CE:7B:B0:CE:06:4D","Reception Hall-Mobile","84:23:88:1E:4E:80","6290134","555356","5734778","256","2643","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:48:26"
"Galaxy-A15-5G","Unknown","10.100.2.11/::","DE:A6:22:C7:24:6F","Reception Hall-Mobile","84:23:88:1E:44:C0","11651138","2516588","9134550","2635","9564","-69","24","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:07:32"
"Redmi-Note-14-Pro","Unknown","10.100.3.90/::","E6:EB:48:EE:E5:0D","Reception Hall-Mobile","84:23:88:1E:4E:80","5317142","1074490","4242652","3837","15152","-62","28","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:19:53"
"","Unknown","10.100.2.156/::","EE:65:05:FE:CA:5C","Reception Hall-Mobile","84:23:88:1E:44:C0","26735726","1617977","25117749","2601","40382","-70","20","a/n/ac","100","44","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 10:24:26"
"OnePlus-Nord-CE-3-Lite-5G","Unknown","10.100.2.144/::","F2:1C:42:82:C8:B2","Reception Hall-Mobile","84:23:88:1E:4E:80","5889265","309408","5579857","245","4428","-73","20","g/n","100","11","N/A","Standard+Open","AUTHORIZED","vsz","2025/07/08 09:44:24"
